acc,cik,name,filing_date,words,chars,tail_share,marker,line,anchor
0000885725-16-000043,885725,BOSTON SCIENTIFIC CORP,2016-07-28,5965,37853,0.0,,,
0000019617-17-000353,19617,JPMORGAN CHASE & CO,2017-04-13,3399,20592,0.0,,,
0001193125-16-430398,713676,"PNC FINANCIAL SERVICES GROUP, INC.",2016-01-15,10902,68472,0.0,,,
0001552000-24-000012,1552000,MPLX LP,2024-04-30,5189,33979,0.0,,,
0001035267-19-000137,1035267,INTUITIVE SURGICAL INC,2019-10-17,3430,22589,0.0,,,
0000732712-17-000006,732712,VERIZON COMMUNICATIONS INC,2017-10-19,4844,30992,0.0,,,
0000829224-21-000051,829224,STARBUCKS CORP,2021-04-27,6277,40989,0.21805850350093928,supplemental information,Supplemental Information,
0001171843-17-001061,1099590,MERCADOLIBRE INC,2017-02-23,4124,26028,0.0,,,
0000002488-26-000072,2488,ADVANCED MICRO DEVICES INC,2026-05-05,4290,28324,0.0,,,
0000027419-15-000032,27419,TARGET CORP,2015-11-18,4547,28628,0.0,,,
0001047862-23-000163,1047862,CONSOLIDATED EDISON INC,2023-11-02,3038,18827,0.0,,,
0000712515-19-000122,712515,ELECTRONIC ARTS INC.,2019-10-29,4278,25406,0.0,,,
0001193125-17-047888,1373835,Spectra Energy Corp.,2017-02-17,7555,46089,0.0,,,
0000310764-19-000006,310764,STRYKER CORP,2019-01-29,4348,25691,0.0,,,
0001193125-16-577582,1318605,"Tesla, Inc.",2016-05-04,4803,30560,0.0,,,
0001090727-21-000040,1090727,UNITED PARCEL SERVICE INC,2021-10-26,2576,17100,0.0,,,
0001321655-24-000133,1321655,Palantir Technologies Inc.,2024-08-05,3348,23011,0.0,,,
0000092230-26-000039,92230,TRUIST FINANCIAL CORP,2026-04-17,5216,33328,0.0,,,
0001297996-20-000037,1297996,"DIGITAL REALTY TRUST, INC.",2020-02-13,19903,128136,0.0,,,
0000821189-18-000011,821189,EOG RESOURCES INC,2018-02-27,10989,69063,0.0,,,
0000019617-20-000082,19617,JPMORGAN CHASE & CO,2020-01-14,3402,20318,0.0,,,
0001193125-19-132981,1512673,"Block, Inc.",2019-05-01,7002,45099,0.0,,,
0000078003-17-000003,78003,PFIZER INC,2017-01-31,24225,149724,0.0,,,
0001728949-21-000075,804328,QUALCOMM INC/DE,2021-11-03,4509,29720,0.0,,,
0001039684-18-000054,1039684,ONEOK INC /NEW/,2018-07-31,6580,43977,0.0,,,
0001539838-18-000091,1539838,"Diamondback Energy, Inc.",2018-08-08,3715,23335,0.0,,,
0001091667-25-000033,1091667,"CHARTER COMMUNICATIONS, INC. /MO/",2025-01-31,6752,44678,0.0,,,
0001104659-19-044890,718877,"Activision Blizzard, Inc.",2019-08-08,7873,48380,0.0,,,
0000072971-24-000004,72971,WELLS FARGO & COMPANY/MN,2024-01-12,4648,30104,0.0,,,
0001467858-20-000067,1467858,General Motors Co,2020-05-06,1536,10030,0.0,,,
0000050863-21-000037,50863,INTEL CORP,2021-10-21,6138,41322,0.368350999467596,supplemental operating,Supplemental Operating Segment Results,
0000010795-22-000014,10795,BECTON DICKINSON & CO,2022-02-03,4630,30998,0.16397832118201175,supplemental information,SUPPLEMENTAL INFORMATION,
0001157523-21-000690,109198,TJX COMPANIES INC /DE/,2021-05-19,3245,20675,0.0,,,
0001633917-25-000158,1633917,"PayPal Holdings, Inc.",2025-07-29,5963,38672,0.0,,,
0000060667-23-000159,60667,LOWES COMPANIES INC,2023-11-21,2503,16428,0.0,,,
0001283699-21-000168,1283699,"T-Mobile US, Inc.",2021-11-02,5318,34583,0.0,,,
0001144204-18-056472,5272,"AMERICAN INTERNATIONAL GROUP, INC.",2018-10-31,7568,48172,0.0,,,
0001804220-22-000004,872589,"REGENERON PHARMACEUTICALS, INC.",2022-02-04,6885,44630,0.0,,,
0001157523-16-007143,1551182,Eaton Corp plc,2016-11-01,2629,16434,0.0,,,
0001104659-23-055018,1063761,SIMON PROPERTY GROUP INC.,2023-05-02,13762,89441,0.0,,,"Simon Property (combined release+supplemental, H4 §8.4)"
0001613103-19-000032,1613103,Medtronic plc,2019-08-20,4928,31088,0.0,,,
0001193125-24-107102,896159,Chubb Ltd,2024-04-23,4976,33173,0.0,,,
0001157523-21-000930,849399,Gen Digital Inc.,2021-07-27,5060,32876,0.0,,,
0001193125-23-104264,886982,GOLDMAN SACHS GROUP INC,2023-04-18,3880,24394,0.0,,,
0000032604-25-000094,32604,EMERSON ELECTRIC CO,2025-11-20,3109,11479,0.0,,,
0001104659-19-023560,66740,3M CO,2019-04-25,4569,29643,0.44050872043990147,supplemental financial information,SUPPLEMENTAL FINANCIAL INFORMATION,
0001996810-25-000004,1996810,GE Vernova Inc.,2025-01-22,6184,38983,0.0,,,
0000827052-26-000010,827052,EDISON INTERNATIONAL,2026-02-18,4059,27738,0.0,,,
0001652044-21-000054,1652044,Alphabet Inc.,2021-10-26,3115,20655,0.0,,,
0001035267-18-000123,1035267,INTUITIVE SURGICAL INC,2018-10-18,3361,22020,0.0,,,
0001104659-15-072897,310158,"Merck & Co., Inc.",2015-10-27,5583,35097,0.0,,,
0000034088-18-000012,34088,EXXON MOBIL CORP,2018-02-09,883,6044,0.0,,,
0001104659-22-083669,72741,EVERSOURCE ENERGY,2022-07-28,1988,13054,0.0,,,
0000066740-26-000242,66740,3M CO,2026-07-21,6844,43613,0.5394721757274207,supplemental financial information,SUPPLEMENTAL FINANCIAL INFORMATION,
0000027419-17-000004,27419,TARGET CORP,2017-02-28,4317,27041,0.0,,,
0001193125-15-343181,713676,"PNC FINANCIAL SERVICES GROUP, INC.",2015-10-14,10868,68121,0.0,,,
0000047217-19-000044,47217,HP INC,2019-08-22,6939,44820,0.0,,,
0001551152-18-000029,1551152,AbbVie Inc.,2018-07-27,4955,31555,0.0,,,
0000200406-18-000049,200406,JOHNSON & JOHNSON,2018-10-16,2248,15870,0.0,,,
0001562762-21-000411,1099590,MERCADOLIBRE INC,2021-11-04,3551,23516,0.0,,,
0001628280-25-022191,849395,CRH PUBLIC LTD CO,2025-05-05,5175,34633,0.0,,,
0001035267-24-000244,1035267,INTUITIVE SURGICAL INC,2024-10-17,3823,25605,0.0,,,
0001193125-18-029315,318154,AMGEN INC,2018-02-01,6889,41898,0.0,,,
0001065088-15-000182,1065088,EBAY INC,2015-07-16,5943,37594,0.0,,,
0001038357-19-000059,1038357,PIONEER NATURAL RESOURCES CO,2019-11-04,5522,36157,0.0,,,
0000006951-17-000030,6951,APPLIED MATERIALS INC /DE,2017-11-16,3539,20933,0.0,,,
0001104659-23-004040,86312,"TRAVELERS COMPANIES, INC.",2023-01-17,1887,12820,0.0,,,
0001047469-18-006854,1063761,SIMON PROPERTY GROUP INC.,2018-10-25,16103,105750,0.0,,,"Simon Property (combined release+supplemental, H4 §8.4)"
0000896878-20-000053,896878,INTUIT INC.,2020-05-07,2633,17637,0.0,,,
0001058290-23-000255,1058290,COGNIZANT TECHNOLOGY SOLUTIONS CORP,2023-08-02,4645,30124,0.0,,,
0000769397-17-000009,769397,"Autodesk, Inc.",2017-03-02,4884,31212,0.0,,,
0001193125-23-202864,1512673,"Block, Inc.",2023-08-03,10798,70167,0.0,,,
0001053507-21-000082,1053507,AMERICAN TOWER CORP /MA/,2021-04-29,7561,50119,0.0,,,
0000922224-16-000199,922224,PPL Corp,2016-11-01,5957,35919,0.0,,,
0001047862-16-000334,1047862,CONSOLIDATED EDISON INC,2016-08-05,1710,10958,0.0,,,
0001193125-16-752544,788784,PUBLIC SERVICE ENTERPRISE GROUP INC,2016-10-31,5534,33452,0.0,,,
0001633917-18-000018,1633917,"PayPal Holdings, Inc.",2018-01-31,6374,39538,0.0,,,
0001193125-16-430525,1364742,"BlackRock Finance, Inc.",2016-01-15,8103,49584,0.7255566311713456,supplemental information,Supplemental information:,
0000049826-21-000016,49826,ILLINOIS TOOL WORKS INC,2021-04-30,1891,11780,0.0,,,
0000813672-20-000003,813672,CADENCE DESIGN SYSTEMS INC,2020-02-12,4229,26953,0.0,,,
0001564590-17-008555,1389170,Targa Resources Corp.,2017-05-04,7861,50544,0.0,,,
0001640147-25-000177,1640147,Snowflake Inc.,2025-08-27,6875,46602,0.0,,,
0001730168-22-000015,1730168,Broadcom Inc.,2022-03-03,3661,24054,0.0,,,
0000092122-19-000008,92122,SOUTHERN CO,2019-02-20,816,5450,0.0,,,
0001065280-18-000202,1065280,NETFLIX INC,2018-04-16,3445,23033,0.0,,,
0000021344-18-000004,21344,COCA COLA CO,2018-02-16,15719,99818,0.0,,,
0001628280-26-028554,849395,CRH PUBLIC LTD CO,2026-04-30,5164,34824,0.0,,,
0000804328-23-000042,804328,QUALCOMM INC/DE,2023-08-02,4166,27760,0.0,,,
0000927628-23-000156,927628,CAPITAL ONE FINANCIAL CORP,2023-04-27,1059,6881,0.0,,,
0000064803-24-000033,64803,CVS HEALTH Corp,2024-11-06,8791,56471,0.35844946963928387,supplemental information,Supplemental Information,
0001123360-21-000024,1123360,GLOBAL PAYMENTS INC,2021-08-02,5405,36825,0.0,,,
0001126975-16-000239,1126975,"Magellan Midstream Partners, L.P.",2016-05-04,3528,24691,0.0,,,
0001126975-16-000264,1126975,"Magellan Midstream Partners, L.P.",2016-08-02,3891,26574,0.0,,,
0001193125-15-354711,798354,FISERV INC,2015-10-27,3408,21260,0.0,,,
0001193125-24-193776,1067983,BERKSHIRE HATHAWAY INC,2024-08-05,946,6188,0.0,,,
0001018724-22-000017,1018724,AMAZON COM INC,2022-07-28,9672,60748,0.2010930401000856,supplemental financial information,Supplemental Financial Information and Business Metrics,
0000732712-21-000003,732712,VERIZON COMMUNICATIONS INC,2021-01-26,5534,35753,0.0,,,
0000104169-20-000007,104169,Walmart Inc.,2020-02-18,7212,45712,0.37981274063703185,supplemental financial information,Supplemental Financial Information,
0000064803-15-000051,64803,CVS HEALTH Corp,2015-08-04,4919,31123,0.3715580117597918,supplemental information,Supplemental Information,
0001555280-15-000197,1555280,Zoetis Inc.,2015-07-10,974,4835,0.0,,,
0001193125-15-258464,320193,Apple Inc.,2015-07-21,1704,11181,0.0,,,
0001564590-18-000785,97476,TEXAS INSTRUMENTS INC,2018-01-23,3049,18846,0.7488061127029608,supplemental information,Supplemental Information,
0001390777-17-000104,1390777,Bank of New York Mellon Corp,2017-10-19,12474,74791,0.0,,,
0000950170-24-048384,106535,WEYERHAEUSER CO,2024-04-25,3300,20599,0.0,,,
0001327567-22-000020,1327567,Palo Alto Networks Inc,2022-08-22,3282,21999,0.0,,,
0000829224-17-000033,829224,STARBUCKS CORP,2017-07-27,5931,36833,0.21518746775988923,supplemental information,Supplemental Information,
0001035002-24-000020,1035002,VALERO ENERGY CORP/TX,2024-04-25,6303,41451,0.0,,,
0000064803-17-000004,64803,CVS HEALTH Corp,2017-02-09,5839,36791,0.3634312739528689,supplemental information,Supplemental Information,
0001156375-24-000143,1156375,CME GROUP INC.,2024-07-24,2563,16877,0.0,,,
0001157523-15-003867,109198,TJX COMPANIES INC /DE/,2015-11-17,3249,20990,0.0,,,
0000050863-24-000147,50863,INTEL CORP,2024-10-31,6022,41157,0.40945647156012344,supplemental operating,Supplemental Operating Segment Results,
0001104659-22-113970,72741,EVERSOURCE ENERGY,2022-11-02,2054,13484,0.0,,,
0000059478-17-000180,59478,ELI LILLY & Co,2017-07-25,6332,41264,0.0,,,
0001104659-24-055831,72741,EVERSOURCE ENERGY,2024-05-01,1679,11319,0.0,,,
0001104659-25-103974,310158,"Merck & Co., Inc.",2025-10-30,7218,45771,0.0,,,
0001551152-20-000010,1551152,AbbVie Inc.,2020-05-01,4335,27940,0.0,,,
0001564590-16-016642,1418091,"TWITTER, INC.",2016-04-26,7120,45857,0.0,,,
0001193125-23-014676,1156039,"Elevance Health, Inc.",2023-01-25,5725,36245,0.0,,,
0000034088-24-000066,34088,EXXON MOBIL CORP,2024-11-01,7967,53942,0.0,,,
0001108524-19-000007,1108524,"Salesforce, Inc.",2019-03-04,6353,39563,0.0,,,
0001157523-16-006130,1164727,NEWMONT Corp /DE/,2016-07-20,12207,69884,0.0,,,
0001193125-19-140444,927653,MCKESSON CORP,2019-05-08,8590,53629,0.0,,,
0001666700-23-000079,1666700,"DuPont de Nemours, Inc.",2023-08-02,6688,43549,0.0,,,
0001104659-16-150143,831001,CITIGROUP INC,2016-10-14,6539,38031,0.0,,,
0001104659-15-075068,718877,"Activision Blizzard, Inc.",2015-11-03,23694,152156,0.0,,,
0000827052-22-000075,827052,EDISON INTERNATIONAL,2022-11-01,3926,26614,0.0,,,
0001045810-21-000007,1045810,NVIDIA CORP,2021-02-24,3602,22563,0.0,,,
0000769397-19-000006,769397,"Autodesk, Inc.",2019-02-28,5816,36939,0.0,,,
0001326801-24-000077,1326801,"Meta Platforms, Inc.",2024-10-30,2747,18115,0.0,,,
0000064803-19-000047,64803,CVS HEALTH Corp,2019-11-06,9726,62225,0.37242265970269184,supplemental information,Supplemental Information,
0001193125-16-663438,788784,PUBLIC SERVICE ENTERPRISE GROUP INC,2016-07-29,5111,30127,0.0,,,
0001157523-20-001374,1164727,NEWMONT Corp /DE/,2020-10-29,18053,110747,0.0,,,
0001552000-15-000029,1552000,MPLX LP,2015-07-30,3346,21631,0.0,,,
0000813672-16-000055,813672,CADENCE DESIGN SYSTEMS INC,2016-10-24,3311,21298,0.0,,,
0001276187-20-000019,1276187,Energy Transfer LP,2020-05-11,6785,44364,0.7100577044450456,supplemental information,SUPPLEMENTAL INFORMATION,
0000006951-24-000026,6951,APPLIED MATERIALS INC /DE,2024-08-15,3311,20716,0.0,,,
0001101239-26-000030,1101239,EQUINIX INC,2026-02-11,5854,37106,0.0,,,
0000107263-20-000015,107263,"WILLIAMS COMPANIES, INC.",2020-05-04,7442,45417,0.0,,,
0000092122-24-000077,92122,SOUTHERN CO,2024-08-01,3151,19160,0.0,,,
0001403161-23-000069,1403161,VISA INC.,2023-07-25,4263,27622,0.0,,,
0000875045-23-000035,875045,BIOGEN INC.,2023-11-08,6305,40758,0.0,,,
0001075531-25-000050,1075531,Booking Holdings Inc.,2025-10-28,5449,33828,0.0,,,
0001193125-15-375655,858877,"CISCO SYSTEMS, INC.",2015-11-12,4618,29312,0.0,,,
0000813672-25-000108,813672,CADENCE DESIGN SYSTEMS INC,2025-07-28,3608,24031,0.0,,,
0000936468-19-000066,936468,LOCKHEED MARTIN CORP,2019-10-22,7099,45256,0.0,,,
0000875045-20-000032,875045,BIOGEN INC.,2020-10-21,6301,41107,0.0,,,
0001157523-18-000124,21665,COLGATE PALMOLIVE CO,2018-01-26,6727,42911,0.0,,,
0000051143-26-000036,51143,INTERNATIONAL BUSINESS MACHINES CORP,2026-04-22,3144,20219,0.0,,,
0001193125-17-317280,89800,SHERWIN WILLIAMS CO,2017-10-24,3368,21915,0.0,,,
0001506307-16-000067,1506307,"KINDER MORGAN, INC.",2016-01-20,8343,52244,0.0,,,
0000200406-17-000040,200406,JOHNSON & JOHNSON,2017-07-18,1981,13661,0.0,,,
0001058290-18-000013,1058290,COGNIZANT TECHNOLOGY SOLUTIONS CORP,2018-05-07,3994,26213,0.0,,,
0001558370-24-012287,315189,DEERE & CO,2024-08-15,5386,34546,0.0,,,
0001535527-24-000011,1535527,"CrowdStrike Holdings, Inc.",2024-06-04,4870,34520,0.0,,,
0001585521-24-000025,1585521,"Zoom Communications, Inc.",2024-02-26,4545,31051,0.0,,,
0000316709-25-000033,316709,SCHWAB CHARLES CORP,2025-07-18,6460,39357,0.0,,,
0001193125-18-234930,1512673,"Block, Inc.",2018-08-01,6194,40243,0.0,,,
0000045012-24-000012,45012,HALLIBURTON CO,2024-04-23,3301,21718,0.0,,,
0001141391-18-000109,1141391,Mastercard Inc,2018-07-26,5518,33122,0.0,,,
0001104659-17-049300,718877,"Activision Blizzard, Inc.",2017-08-03,9122,56348,0.06410165400724072,supplemental financial information,SUPPLEMENTAL FINANCIAL INFORMATION,
0001234452-17-000075,804328,QUALCOMM INC/DE,2017-04-19,5385,34343,0.5620941676615322,supplemental information,Supplemental Information and Reconciliations,
0000896878-17-000028,896878,INTUIT INC.,2017-02-23,5654,35519,0.0,,,
0001193125-19-272054,1393818,Blackstone Inc.,2019-10-23,12476,82528,0.0,,,
0000950170-24-114848,1045609,"Prologis, Inc.",2024-10-16,1499,10230,0.0,,,Prologis (F2 §5 deck/title-page precedent)
0001110803-20-000058,1110803,"ILLUMINA, INC.",2020-10-29,3570,21934,0.0,,,
0000055785-24-000091,55785,KIMBERLY CLARK CORP,2024-10-22,4666,29586,0.0,,,
0001193125-18-148747,1532063,Express Scripts Holding Co.,2018-05-02,6103,40563,0.0,,,
0001403161-17-000036,1403161,VISA INC.,2017-07-20,8677,49752,0.0,,,
0001157523-18-000724,895421,MORGAN STANLEY,2018-04-18,3587,22485,0.0,,,
0001413329-19-000051,1413329,Philip Morris International Inc.,2019-07-18,19355,114766,0.0,,,
0001193125-23-043475,1034054,SBA COMMUNICATIONS CORP,2023-02-21,6892,44748,0.0,,,
0001193125-23-001957,1618921,"Walgreens Boots Alliance, Inc.",2023-01-05,7624,51323,0.49297585877676675,supplemental information,SUPPLEMENTAL INFORMATION (UNAUDITED),
0001193125-21-152536,1682852,"Moderna, Inc.",2021-05-06,6399,42831,0.0,,,
0001193125-16-758662,713676,"PNC FINANCIAL SERVICES GROUP, INC.",2016-11-03,2,12,0.0,,,
0001157523-19-002190,1164727,NEWMONT Corp /DE/,2019-11-05,16549,98051,0.0,,,
0001193125-20-285108,1692819,Vistra Corp.,2020-11-04,6340,37651,0.0,,,
0001157523-23-001113,1164727,NEWMONT Corp /DE/,2023-07-20,17515,104834,0.0,,,
0000078003-23-000111,78003,PFIZER INC,2023-10-31,17094,107904,0.0,,,
0001099800-20-000007,1099800,Edwards Lifesciences Corp,2020-04-23,3602,23102,0.0,,,
0000313616-24-000188,313616,DANAHER CORP /DE/,2024-07-23,3934,25893,0.0,,,
0001171843-16-007588,8670,AUTOMATIC DATA PROCESSING INC,2016-02-03,5011,30579,0.0,,,
0000798354-18-000003,798354,FISERV INC,2018-02-07,4117,25659,0.0,,,
0001390777-17-000006,1390777,Bank of New York Mellon Corp,2017-01-19,14752,87210,0.0,,,
0000089800-23-000029,89800,SHERWIN WILLIAMS CO,2023-10-24,3867,25280,0.0,,,
0000047217-20-000027,47217,HP INC,2020-08-27,6041,39752,0.0,,,
0001562762-19-000181,1099590,MERCADOLIBRE INC,2019-08-07,3802,24375,0.0,,,
0001193125-17-344129,858877,"CISCO SYSTEMS, INC.",2017-11-15,4457,28368,0.0,,,
0001558370-19-008923,51143,INTERNATIONAL BUSINESS MACHINES CORP,2019-10-16,4270,26975,0.0,,,
0001193125-16-623725,896159,Chubb Ltd,2016-06-16,4482,23781,0.0,,,
0000077476-15-000046,77476,PEPSICO INC,2015-10-06,10556,65701,0.7126679959209145,supplemental financial information,Supplemental Financial Information,
0001558370-25-004009,31462,ECOLAB INC.,2025-03-28,749,5027,0.0,,,
0001283699-22-000111,1283699,"T-Mobile US, Inc.",2022-07-27,5652,37398,0.0,,,
0000896878-23-000019,896878,INTUIT INC.,2023-05-23,5274,33943,0.0,,,
0001393612-24-000028,1393612,Discover Financial Services,2024-04-17,2464,16699,0.0,,,
0001104659-19-002755,51143,INTERNATIONAL BUSINESS MACHINES CORP,2019-01-22,3983,26688,0.0,,,
0001543151-23-000036,1543151,"Uber Technologies, Inc",2023-11-07,7706,49794,0.0,,,
0001193125-18-002185,64803,CVS HEALTH Corp,2018-01-04,2984,19836,0.0,,,
0001065280-16-000051,1065280,NETFLIX INC,2016-04-18,4786,31629,0.0,,,
0000950159-19-000073,1739940,Cigna Group,2019-05-02,4316,28767,0.0,,,
0001868275-25-000070,1868275,Constellation Energy Corp,2025-08-07,4651,30845,0.0,,,
0001136893-19-000125,1136893,"Fidelity National Information Services, Inc.",2019-08-06,6748,43038,0.0,,,
0000097476-24-000004,97476,TEXAS INSTRUMENTS INC,2024-01-23,2370,14975,0.7893155258764608,supplemental information,Supplemental Information,
0001193125-19-129324,1103982,"Mondelez International, Inc.",2019-04-30,7156,44671,0.0,,,
0001390777-22-000100,1390777,Bank of New York Mellon Corp,2022-10-17,6993,42844,0.0,,,
0001193125-24-046183,1034054,SBA COMMUNICATIONS CORP,2024-02-26,7299,46768,0.0,,,
0001137789-22-000039,1137789,Seagate Technology Holdings plc,2022-07-21,3549,23018,0.0,,,
0000354950-20-000094,354950,"HOME DEPOT, INC.",2020-11-17,1705,11135,0.0,,,
0001506307-25-000042,1506307,"KINDER MORGAN, INC.",2025-07-16,6715,42841,0.0,,,
0000707549-20-000119,707549,LAM RESEARCH CORP,2020-07-29,3057,19960,0.0,,,
0000849399-26-000028,849399,Gen Digital Inc.,2026-08-06,4488,29201,0.0,,,
0001564590-18-000432,1364742,"BlackRock Finance, Inc.",2018-01-12,8124,50766,0.7278296497655912,supplemental information,Supplemental information:,
0001596532-16-000253,1596532,"Arista Networks, Inc.",2016-05-05,2050,13926,0.0,,,
0001099590-26-000014,1099590,MERCADOLIBRE INC,2026-05-07,9004,57115,0.0,,,
0001193125-25-006554,886982,GOLDMAN SACHS GROUP INC,2025-01-15,5482,35091,0.0,,,
0000045012-26-000008,45012,HALLIBURTON CO,2026-01-21,5421,35074,0.0,,,
0000080661-22-000077,80661,PROGRESSIVE CORP/OH/,2022-10-13,3200,21283,0.6716158436310671,supplemental information,SUPPLEMENTAL INFORMATION,
0000849399-26-000014,849399,Gen Digital Inc.,2026-05-07,5015,31678,0.0,,,
0000882095-22-000003,882095,"GILEAD SCIENCES, INC.",2022-02-01,7450,46108,0.0,,,
0000200406-23-000005,200406,JOHNSON & JOHNSON,2023-01-24,2147,15076,0.0,,,
0001682852-22-000040,1682852,"Moderna, Inc.",2022-08-03,3533,22968,0.0,,,
0000014272-21-000058,14272,BRISTOL MYERS SQUIBB CO,2021-02-04,7419,48433,0.0,,,
0000821189-25-000010,821189,EOG RESOURCES INC,2025-02-27,9870,60426,0.0,,,
0000037996-19-000076,37996,FORD MOTOR CO,2019-10-23,6457,40919,0.0,,,
0001104659-24-055999,1571949,"Intercontinental Exchange, Inc.",2024-05-02,3167,19973,0.0,,,
0001018724-20-000019,1018724,AMAZON COM INC,2020-07-30,7859,48166,0.24818336585973508,supplemental financial information,Supplemental Financial Information and Business Metrics,
0001137774-24-000243,1137774,PRUDENTIAL FINANCIAL INC,2024-10-30,4431,29943,0.0,,,
0000078003-18-000066,78003,PFIZER INC,2018-07-31,24382,147374,0.0,,,
0001628280-21-007814,4447,HESS CORP,2021-04-28,5808,36703,0.0,,,
0000010795-25-000036,10795,BECTON DICKINSON & CO,2025-05-01,7241,47707,0.22116251283878677,supplemental information,SUPPLEMENTAL INFORMATION,
0000764180-19-000080,764180,"ALTRIA GROUP, INC.",2019-10-31,9551,58772,0.0,,,
0000062709-19-000008,62709,"MARSH & MCLENNAN COMPANIES, INC.",2019-01-31,8198,49926,0.6592356687898089,supplemental information,Supplemental Information - Revenue Analysis,
0000064040-20-000140,64040,S&P Global Inc.,2020-07-28,6101,37716,0.0,,,
0001564590-22-016068,1101239,EQUINIX INC,2022-04-27,7019,47998,0.0,,,
0001144204-18-056286,1571949,"Intercontinental Exchange, Inc.",2018-10-31,3299,20504,0.0,,,
0000049826-17-000121,49826,ILLINOIS TOOL WORKS INC,2017-07-24,2425,14051,0.0,,,
0000060667-22-000017,60667,LOWES COMPANIES INC,2022-02-23,2609,17080,0.0,,,
0000040533-21-000014,40533,GENERAL DYNAMICS CORP,2021-04-28,2721,17556,0.0,,,
0000875320-16-000088,875320,VERTEX PHARMACEUTICALS INC / MA,2016-07-27,4292,27259,0.0,,,
0000010795-21-000025,10795,BECTON DICKINSON & CO,2021-02-04,4297,28653,0.13579729871217674,supplemental information,SUPPLEMENTAL INFORMATION,
0001543151-21-000035,1543151,"Uber Technologies, Inc",2021-08-04,8407,54335,0.0,,,
0000950170-24-087835,789019,MICROSOFT CORP,2024-07-30,3123,21389,0.0,,,
0001104659-20-088675,310158,"Merck & Co., Inc.",2020-07-31,7333,46679,0.0,,,
0000922224-24-000028,922224,PPL Corp,2024-11-01,4887,31064,0.0,,,
0001193125-18-283973,1099219,METLIFE INC,2018-09-26,18916,125697,0.0,,,
0001390777-23-000002,1390777,Bank of New York Mellon Corp,2023-01-13,7833,48107,0.0,,,
0001091667-18-000102,1091667,"CHARTER COMMUNICATIONS, INC. /MO/",2018-10-26,6987,44315,0.0,,,
0000713676-21-000083,713676,"PNC FINANCIAL SERVICES GROUP, INC.",2021-07-14,9001,56157,0.0,,,
0001157523-16-005111,895421,MORGAN STANLEY,2016-04-18,4476,27737,0.0,,,
0000200406-16-000110,200406,JOHNSON & JOHNSON,2016-10-18,1932,13504,0.0,,,
0000320187-25-000011,320187,"NIKE, Inc.",2025-03-20,2636,15853,0.0,,,
0001613103-16-000097,1613103,Medtronic plc,2016-08-25,4968,30482,0.0,,,
0000078003-24-000155,78003,PFIZER INC,2024-07-30,12088,78964,0.0,,,
0000080661-17-000004,80661,PROGRESSIVE CORP/OH/,2017-01-25,3178,20978,0.6638383067975975,supplemental information,SUPPLEMENTAL INFORMATION,
0001506307-21-000002,1506307,"KINDER MORGAN, INC.",2021-01-20,7076,43986,0.0,,,
0000060667-20-000080,60667,LOWES COMPANIES INC,2020-05-20,3848,25336,0.0,,,
0000037996-20-000031,37996,FORD MOTOR CO,2020-04-13,1394,9690,0.0,,,
0000766704-16-000079,766704,WELLTOWER INC.,2016-08-02,4959,33931,0.0,,,
0000079879-22-000006,79879,PPG INDUSTRIES INC,2022-01-20,4642,30822,0.0,,,
0001157523-23-000671,1551182,Eaton Corp plc,2023-05-02,2888,18506,0.0,,,
0000078003-18-000039,78003,PFIZER INC,2018-05-01,17776,112646,0.0,,,
0001193125-16-438421,320193,Apple Inc.,2016-01-26,1613,10762,0.0,,,
0001193125-17-229806,886982,GOLDMAN SACHS GROUP INC,2017-07-18,4048,25190,0.0,,,
0001628280-25-017763,713676,"PNC FINANCIAL SERVICES GROUP, INC.",2025-04-15,8465,52754,0.0,,,
0000032604-24-000035,32604,EMERSON ELECTRIC CO,2024-08-07,4255,25920,0.0,,,
0000732712-19-000006,732712,VERIZON COMMUNICATIONS INC,2019-01-29,6627,41391,0.3603440361431229,supplemental information,Supplemental Information - Impact of Topic 606,
0000798354-20-000022,798354,FISERV INC,2020-10-27,7685,49725,0.0,,,
0000764180-23-000112,764180,"ALTRIA GROUP, INC.",2023-08-01,8716,54115,0.0,,,
0001157523-20-001396,21665,COLGATE PALMOLIVE CO,2020-10-30,5820,36871,0.0,,,
0000012927-24-000007,12927,BOEING CO,2024-01-31,3895,26570,0.0,,,
0000101829-22-000002,101829,RTX Corp,2022-01-25,6840,43847,0.0,,,
0000713676-18-000056,713676,"PNC FINANCIAL SERVICES GROUP, INC.",2018-07-13,8970,55519,0.0,,,
0001144204-18-038940,73309,NUCOR CORP,2018-07-19,2446,15866,0.0,,,
0001133421-23-000052,1133421,NORTHROP GRUMMAN CORP /DE/,2023-10-26,5244,34329,0.0,,,
0001637459-20-000126,1637459,Kraft Heinz Co,2020-07-30,5456,35630,0.0,,,
0001297996-17-000150,1297996,"DIGITAL REALTY TRUST, INC.",2017-10-25,26084,161891,0.0,,,
0000936468-25-000031,936468,LOCKHEED MARTIN CORP,2025-04-22,4581,30547,0.0,,,
0000064803-23-000046,64803,CVS HEALTH Corp,2023-11-01,10230,65821,0.4246061287431063,supplemental information,Supplemental Information,
0000200406-19-000004,200406,JOHNSON & JOHNSON,2019-01-22,2426,16971,0.0,,,
0001628280-23-013041,97745,THERMO FISHER SCIENTIFIC INC.,2023-04-26,3185,21413,0.0,,,
