rank,batch,arm,chunk_id,section_type,home_sector,home_cik,home_company_name,home_filing_date,word_count,n_source_filings,in_member_spell,home_extraction_status,home_extraction_confidence,passage_was_head_truncated,train_overlap,selfid
167,batch_05,G-N,E2CHK-81ff37be2806b9f7,EX99_PRESS_RELEASE,financials,713676,"PNC FINANCIAL SERVICES GROUP, INC.",2017-01-13,353,1,True,FLAGGED,medium,False,False,True
168,batch_05,P,E2CHK-8b4adcb77ee14fc7,EX99_PRESS_RELEASE,consumer,77476,PEPSICO INC,2017-02-15,370,1,True,FLAGGED,medium,False,False,True
169,batch_05,P,E2CHK-dba86b67aed203e7,EX99_PRESS_RELEASE,healthcare,1551152,AbbVie Inc.,2024-10-30,369,1,True,FLAGGED,medium,True,True,True
170,batch_05,P,E2CHK-f5aead7b295a4214,MDA,financials,19617,JPMORGAN CHASE & CO,2015-11-02,385,1,False,OK,high,False,False,False
171,batch_05,P,E2CHK-acddff2c116c5a83,MDA,financials,70858,BANK OF AMERICA CORP /DE/,2021-10-29,431,1,True,FLAGGED,medium,False,False,True
172,batch_05,P,E2CHK-ce05ab29a032e87c,MDA,financials,1393818,Blackstone Inc.,2023-05-05,396,2,False,OK,high,False,False,False
173,batch_05,P,E2CHK-ceb9863fd10544fc,MDA,financials,886982,GOLDMAN SACHS GROUP INC,2025-08-01,358,1,True,OK,high,False,True,True
174,batch_05,P,E2CHK-6adeacfab14b3a04,MDA,consumer,89800,SHERWIN WILLIAMS CO,2026-02-19,394,1,True,OK,high,False,False,False
175,batch_05,G-A,E2CHK-2f6acdcaa4a8e138,EX99_PRESS_RELEASE,consumer,1413329,Philip Morris International Inc.,2022-07-21,415,1,True,OK,high,False,False,False
176,batch_05,P,E2CHK-af98d865cf1fcf87,EX99_PRESS_RELEASE,tech,6951,APPLIED MATERIALS INC /DE,2017-11-16,381,1,True,OK,high,False,False,True
177,batch_05,P,E2CHK-ffa7fb0f06f1083a,EX99_PRESS_RELEASE,energy,1506307,"KINDER MORGAN, INC.",2019-07-17,376,1,True,OK,high,False,False,True
178,batch_05,P,E2CHK-5e3b77980f37a428,MDA,consumer,1001250,ESTEE LAUDER COMPANIES INC,2026-08-19,402,1,False,OK,high,False,False,False
179,batch_05,P,E2CHK-5f1d29616874765b,MDA,energy,797468,OCCIDENTAL PETROLEUM CORP /DE/,2021-02-26,434,5,True,OK,high,False,True,True
180,batch_05,P,E2CHK-0e6ec714c7d46167,EX99_PRESS_RELEASE,financials,80661,PROGRESSIVE CORP/OH/,2020-04-15,402,1,False,FLAGGED,medium,False,False,True
181,batch_05,G-N,E2CHK-a8a44197eba3d453,EX99_PRESS_RELEASE,healthcare,14272,BRISTOL MYERS SQUIBB CO,2023-07-27,358,1,True,OK,high,False,False,False
182,batch_05,P,E2CHK-0a2e1bb1a048802c,RISK_FACTORS,consumer,64803,CVS HEALTH Corp,2022-02-09,152,3,True,OK,high,False,False,False
183,batch_05,P,E2CHK-948020f4453dd89b,EX99_PRESS_RELEASE,tech,804753,CERNER Corp,2020-10-28,365,2,False,OK,high,False,False,True
184,batch_05,P,E2CHK-7afaf199e0e3971d,RISK_FACTORS,tech,1058290,COGNIZANT TECHNOLOGY SOLUTIONS CORP,2017-03-01,429,2,True,OK,high,False,False,False
185,batch_05,P,E2CHK-d86d1e815ab6bd10,EX99_PRESS_RELEASE,consumer,1413329,Philip Morris International Inc.,2021-10-19,372,1,True,OK,high,False,False,False
186,batch_05,P,E2CHK-9342fa8457cfb895,MDA,tech,723125,MICRON TECHNOLOGY INC,2019-10-17,350,1,False,FLAGGED,low,False,False,False
187,batch_05,P,E2CHK-93b76cc89e748627,MDA,energy,93410,CHEVRON CORP,2024-11-07,400,1,True,OK,high,False,True,True
188,batch_05,G-A,E2CHK-cf5aa0cd9c95e4ee,EX99_PRESS_RELEASE,healthcare,59478,ELI LILLY & Co,2021-12-15,373,1,True,FLAGGED,medium,False,False,True
189,batch_05,G-N,E2CHK-36601e12c6b3177a,EX99_PRESS_RELEASE,healthcare,78003,PFIZER INC,2018-05-01,351,3,True,OK,high,False,False,True
190,batch_05,P,E2CHK-98514b8d6cf9814e,MDA,financials,5272,"AMERICAN INTERNATIONAL GROUP, INC.",2018-02-16,379,1,True,OK,high,False,False,False
191,batch_05,G-N,E2CHK-775fa52ea1fa1820,EX99_PRESS_RELEASE,financials,1364742,"BlackRock Finance, Inc.",2019-01-16,369,1,True,FLAGGED,medium,False,False,False
192,batch_05,P,E2CHK-cc4180ed654b42de,MDA,consumer,64803,CVS HEALTH Corp,2020-02-18,374,4,True,OK,high,False,False,False
193,batch_05,P,E2CHK-69e7f9286d88e13e,MDA,financials,19617,JPMORGAN CHASE & CO,2017-05-02,367,1,True,OK,high,False,False,True
194,batch_05,G-A,E2CHK-62b7f78ac141c48d,EX99_PRESS_RELEASE,healthcare,310764,STRYKER CORP,2023-11-02,654,1,True,OK,high,False,False,True
195,batch_05,P,E2CHK-eb7faaec93ffd0cd,MDA,consumer,1001250,ESTEE LAUDER COMPANIES INC,2015-08-20,375,6,False,OK,high,False,False,False
196,batch_05,G-N,E2CHK-a83e92e090af3dc2,EX99_PRESS_RELEASE,financials,5272,"AMERICAN INTERNATIONAL GROUP, INC.",2023-05-04,354,1,False,OK,high,False,False,False
197,batch_05,G-N,E2CHK-763089c60ee1cbfd,EX99_PRESS_RELEASE,healthcare,310764,STRYKER CORP,2021-07-27,367,1,True,OK,high,False,False,True
198,batch_05,P,E2CHK-a888d45cb28cf251,EX99_PRESS_RELEASE,healthcare,701221,Cigna Holding Co,2018-08-02,384,1,False,OK,high,False,False,True
199,batch_05,G-A,E2CHK-bbf21eef4bdca577,EX99_PRESS_RELEASE,consumer,89800,SHERWIN WILLIAMS CO,2022-04-26,408,2,False,OK,high,False,False,True
200,batch_05,P,E2CHK-9cbbbb12bdc63272,MDA,consumer,1467858,General Motors Co,2016-02-03,351,1,False,OK,high,False,False,False
201,batch_06,G-A,E2CHK-2330859487453986,EX99_PRESS_RELEASE,energy,33213,EQT Corp,2020-01-13,377,1,False,FLAGGED,medium,False,False,False
202,batch_06,P,E2CHK-d2925dad3092fd9d,EX99_PRESS_RELEASE,energy,4447,HESS CORP,2022-07-27,351,1,True,OK,high,False,False,True
203,batch_06,P,E2CHK-9b0e481826b4b02a,EX99_PRESS_RELEASE,tech,1564408,Snap Inc,2026-05-06,407,2,False,FLAGGED,medium,False,False,True
204,batch_06,G-N,E2CHK-9c96d5f4645c6f17,EX99_PRESS_RELEASE,healthcare,78003,PFIZER INC,2026-08-04,376,1,True,OK,high,False,True,True
205,batch_06,P,E2CHK-5ae45af46e4a0558,EX99_PRESS_RELEASE,tech,51143,INTERNATIONAL BUSINESS MACHINES CORP,2024-04-24,361,1,True,OK,high,False,False,True
206,batch_06,P,E2CHK-a45c7eb727c18fd4,MDA,healthcare,59478,ELI LILLY & Co,2017-05-01,422,1,True,OK,high,False,False,False
207,batch_06,G-A,E2CHK-f8154d76409080a3,EX99_PRESS_RELEASE,consumer,64803,CVS HEALTH Corp,2015-10-30,388,1,False,FLAGGED,medium,False,False,False
208,batch_06,P,E2CHK-375cc9f65b5f4ca2,MDA,healthcare,1156039,"Elevance Health, Inc.",2017-02-22,910,1,True,OK,high,False,False,False
209,batch_06,G-A,E2CHK-34ae3ecc75458c4c,EX99_PRESS_RELEASE,financials,798354,FISERV INC,2020-05-07,354,2,False,FLAGGED,medium,False,False,True
210,batch_06,G-A,E2CHK-b9cbe918d3cead0a,EX99_PRESS_RELEASE,healthcare,10795,BECTON DICKINSON & CO,2019-11-05,404,1,True,OK,high,False,False,True
211,batch_06,P,E2CHK-df17fa866f5ea2bc,MDA,healthcare,1156039,"Elevance Health, Inc.",2022-07-20,400,1,True,OK,high,False,False,False
212,batch_06,P,E2CHK-48a62fd38118e54c,EX99_PRESS_RELEASE,tech,813672,CADENCE DESIGN SYSTEMS INC,2025-07-28,436,1,False,OK,high,False,False,True
213,batch_06,G-A,E2CHK-42398c6fe1c40f77,EX99_PRESS_RELEASE,consumer,77476,PEPSICO INC,2019-10-03,362,1,True,OK,high,False,False,False
214,batch_06,P,E2CHK-de44426d67da502b,RISK_FACTORS,financials,92230,TRUIST FINANCIAL CORP,2021-02-24,441,4,False,OK,high,False,False,True
215,batch_06,P,E2CHK-397f693db996a0a5,MDA,consumer,1166691,COMCAST CORP,2022-02-02,366,5,True,OK,high,False,False,True
216,batch_06,P,E2CHK-e7fae80d08d9ad65,RISK_FACTORS,tech,1596532,"Arista Networks, Inc.",2021-11-02,547,11,False,OK,high,False,False,False
217,batch_06,P,E2CHK-f1710be27660c442,MDA,healthcare,1035267,INTUITIVE SURGICAL INC,2023-02-10,383,1,True,OK,high,False,False,False
218,batch_06,P,E2CHK-82b2492a67f3a838,RISK_FACTORS,financials,92230,TRUIST FINANCIAL CORP,2023-02-28,359,2,True,OK,high,False,False,True
219,batch_06,G-N,E2CHK-424ab90579241b5c,EX99_PRESS_RELEASE,financials,1543151,"Uber Technologies, Inc",2023-08-01,401,5,False,OK,high,False,False,False
220,batch_06,P,E2CHK-5ce0422c899cd47f,MDA,consumer,764180,"ALTRIA GROUP, INC.",2023-04-27,369,9,True,OK,high,False,False,False
221,batch_06,P,E2CHK-afda557ca8fa0a00,MDA,financials,1136893,"Fidelity National Information Services, Inc.",2024-05-07,392,1,False,OK,high,False,False,False
222,batch_06,P,E2CHK-07343153f4da0cd4,MDA,consumer,320187,"NIKE, Inc.",2021-01-05,379,2,True,FLAGGED,low,False,False,True
223,batch_06,G-A,E2CHK-9992a913245c70dc,EX99_PRESS_RELEASE,energy,33213,EQT Corp,2022-10-26,379,1,False,FLAGGED,medium,False,False,True
224,batch_06,G-N,E2CHK-bd6d40bfa743d7e9,EX99_PRESS_RELEASE,energy,797468,OCCIDENTAL PETROLEUM CORP /DE/,2019-07-31,362,1,True,OK,high,False,False,True
225,batch_06,P,E2CHK-b1dcfad4cf301fae,MDA,financials,886982,GOLDMAN SACHS GROUP INC,2026-08-03,358,1,True,OK,high,False,True,False
226,batch_06,G-N,E2CHK-cf40c42e13ffd313,EX99_PRESS_RELEASE,tech,790070,EMC CORP,2015-10-13,353,1,False,FLAGGED,medium,False,False,False
227,batch_06,P,E2CHK-24ffe2cf322f5174,EX99_PRESS_RELEASE,tech,1045810,NVIDIA CORP,2026-02-25,386,1,True,OK,high,False,True,True
228,batch_06,P,E2CHK-072cdc9ef91088cf,RISK_FACTORS,tech,1137789,Seagate Technology Holdings plc,2018-08-03,393,1,False,OK,high,False,False,True
229,batch_06,P,E2CHK-356ea310dacb3870,MDA,financials,1137774,PRUDENTIAL FINANCIAL INC,2017-11-03,352,3,False,OK,high,False,True,False
230,batch_06,G-N,E2CHK-5498fdccc84f4d31,EX99_PRESS_RELEASE,financials,315293,Aon plc,2019-10-25,369,1,False,OK,high,False,False,False
231,batch_06,P,E2CHK-92bc555031d929d0,RISK_FACTORS,consumer,64803,CVS HEALTH Corp,2024-02-07,375,2,True,OK,high,False,False,False
232,batch_06,G-N,E2CHK-bab88b607789ab2e,EX99_PRESS_RELEASE,financials,316709,SCHWAB CHARLES CORP,2016-07-18,363,2,True,OK,high,False,False,True
233,batch_06,G-A,E2CHK-43c99ed059e45bf9,EX99_PRESS_RELEASE,healthcare,1035267,INTUITIVE SURGICAL INC,2020-04-08,371,1,True,FLAGGED,medium,False,False,True
234,batch_06,P,E2CHK-46e76944be24ceac,EX99_PRESS_RELEASE,energy,1552000,MPLX LP,2016-02-03,369,1,False,OK,high,False,False,True
235,batch_06,P,E2CHK-3065eb4a544bc898,MDA,energy,34088,EXXON MOBIL CORP,2018-08-02,362,1,True,FLAGGED,low,False,False,True
236,batch_06,P,E2CHK-aa6791cdc8cd9d42,EX99_PRESS_RELEASE,consumer,31462,ECOLAB INC.,2025-04-29,405,5,False,OK,high,False,False,True
237,batch_06,P,E2CHK-cac60fcf29f3459e,MDA,financials,5272,"AMERICAN INTERNATIONAL GROUP, INC.",2019-02-15,363,1,True,OK,high,False,False,False
238,batch_06,P,E2CHK-09366f1650ed94d3,RISK_FACTORS,financials,5272,"AMERICAN INTERNATIONAL GROUP, INC.",2022-02-17,500,1,False,OK,high,False,False,False
239,batch_06,P,E2CHK-501409621e5ca4b5,MDA,healthcare,1613103,Medtronic plc,2021-12-02,392,3,True,OK,high,False,False,False
240,batch_06,G-A,E2CHK-7995f75857a3c8b9,EX99_PRESS_RELEASE,tech,1271024,LINKEDIN CORP,2016-04-28,361,1,False,OK,high,False,False,False
241,batch_07,P,E2CHK-e9012e252ae60012,EX99_PRESS_RELEASE,financials,1156375,CME GROUP INC.,2026-04-22,389,1,True,OK,high,False,False,True
242,batch_07,G-N,E2CHK-b01df19d7e3fd960,EX99_PRESS_RELEASE,healthcare,927653,MCKESSON CORP,2018-05-24,391,1,True,OK,high,False,False,True
243,batch_07,P,E2CHK-a6bddc058587bc6f,MDA,energy,1389170,Targa Resources Corp.,2015-08-04,376,295,False,OK,high,False,True,False
244,batch_07,G-N,E2CHK-e6c82266dc0dba90,EX99_PRESS_RELEASE,energy,821189,EOG RESOURCES INC,2021-05-06,372,1,True,OK,high,False,False,False
245,batch_07,P,E2CHK-1fedbf9e1fa8c941,MDA,consumer,31462,ECOLAB INC.,2017-05-04,396,15,False,FLAGGED,low,False,False,False
246,batch_07,G-A,E2CHK-e0bff5c28b3b4893,EX99_PRESS_RELEASE,energy,33213,EQT Corp,2023-04-26,361,3,False,FLAGGED,medium,False,False,False
247,batch_07,P,E2CHK-371eab4898627682,MDA,energy,821189,EOG RESOURCES INC,2025-05-01,376,2,True,OK,high,False,False,True
248,batch_07,G-A,E2CHK-bbe514f22fde6389,EX99_PRESS_RELEASE,tech,1045810,NVIDIA CORP,2019-01-28,396,1,True,FLAGGED,medium,False,False,True
249,batch_07,P,E2CHK-d747af0ef8e212a3,MDA,energy,895126,EXPAND ENERGY Corp,2019-05-09,366,2,False,OK,high,False,False,False
250,batch_07,P,E2CHK-ce92535a1177db1e,EX99_PRESS_RELEASE,financials,1137774,PRUDENTIAL FINANCIAL INC,2015-11-04,375,1,False,OK,high,False,False,True
251,batch_07,P,E2CHK-57fd1acfe806ac73,EX99_PRESS_RELEASE,financials,1393818,Blackstone Inc.,2021-04-22,371,1,False,OK,high,True,False,True
252,batch_07,P,E2CHK-778fbd4e20e7cb7d,RISK_FACTORS,tech,769397,"Autodesk, Inc.",2019-03-25,353,7,False,OK,high,False,False,True
253,batch_07,G-A,E2CHK-bed403feac3278ef,EX99_PRESS_RELEASE,consumer,1782754,AZEK Co Inc.,2025-05-06,366,1,True,OK,high,False,False,True
254,batch_07,G-N,E2CHK-b802582aba1fb9f9,EX99_PRESS_RELEASE,tech,1652044,Alphabet Inc.,2016-10-27,350,1,False,FLAGGED,medium,False,False,True
255,batch_07,P,E2CHK-b5151529936a822a,EX99_PRESS_RELEASE,tech,1730168,Broadcom Inc.,2024-09-05,365,1,True,OK,high,False,False,True
256,batch_07,P,E2CHK-a55a42eef205eb7f,EX99_PRESS_RELEASE,financials,1137774,PRUDENTIAL FINANCIAL INC,2022-02-03,396,1,False,OK,high,False,False,True
257,batch_07,G-A,E2CHK-c01cab2aeaa56f31,EX99_PRESS_RELEASE,consumer,77476,PEPSICO INC,2022-04-26,355,2,True,FLAGGED,medium,False,False,True
258,batch_07,P,E2CHK-4679986c2d35061f,MDA,energy,1126975,"Magellan Midstream Partners, L.P.",2016-02-19,385,1,False,OK,high,False,False,True
259,batch_07,P,E2CHK-0ab193960ac1b16e,MDA,healthcare,1551152,AbbVie Inc.,2020-02-21,399,1,True,OK,high,False,False,True
260,batch_07,P,E2CHK-3281c060608b17e3,EX99_PRESS_RELEASE,energy,797468,OCCIDENTAL PETROLEUM CORP /DE/,2021-05-10,367,1,True,OK,high,False,False,False
261,batch_07,G-N,E2CHK-d13cfe9ca5271caf,EX99_PRESS_RELEASE,financials,1141391,Mastercard Inc,2021-04-29,356,4,True,OK,high,False,False,True
262,batch_07,G-A,E2CHK-c365ce339b2d0636,EX99_PRESS_RELEASE,financials,798354,FISERV INC,2020-05-07,367,1,False,FLAGGED,medium,False,False,True
263,batch_07,P,E2CHK-41ec729cfa18210a,MDA,financials,1543151,"Uber Technologies, Inc",2020-03-02,373,3,False,OK,high,False,False,False
264,batch_07,P,E2CHK-b69e1ac3d92b9287,MDA,consumer,1744489,Walt Disney Co,2019-11-20,356,1,False,OK,high,False,False,False
265,batch_07,P,E2CHK-7ff32fcd26f78e7c,RISK_FACTORS,tech,50863,INTEL CORP,2022-01-27,427,1,True,OK,high,False,False,False
266,batch_07,P,E2CHK-6d3a45b809b2c15c,MDA,financials,19617,JPMORGAN CHASE & CO,2024-05-01,392,5,True,OK,high,False,True,True
267,batch_07,G-N,E2CHK-c96a9eb9f18a5219,EX99_PRESS_RELEASE,tech,1585521,"Zoom Communications, Inc.",2023-02-27,377,1,True,OK,high,False,False,True
268,batch_07,P,E2CHK-5e24420cdc959210,RISK_FACTORS,tech,1326801,"Meta Platforms, Inc.",2023-10-26,353,3,True,OK,high,False,False,False
269,batch_07,P,E2CHK-31a4acb370e5d5fa,MDA,consumer,1782754,AZEK Co Inc.,2022-11-29,361,3,False,OK,high,False,False,False
270,batch_07,P,E2CHK-668c51a0258a96ac,MDA,financials,86312,"TRAVELERS COMPANIES, INC.",2025-04-16,362,1,False,OK,high,False,False,False
271,batch_07,P,E2CHK-64964ba526f30c04,RISK_FACTORS,energy,4447,HESS CORP,2021-03-01,553,5,True,OK,high,False,False,False
272,batch_07,P,E2CHK-1520659824342413,MDA,tech,106040,WESTERN DIGITAL CORP,2023-08-22,369,1,False,OK,high,False,False,False
273,batch_07,P,E2CHK-40a075138596207f,MDA,financials,70858,BANK OF AMERICA CORP /DE/,2022-07-29,366,1,True,FLAGGED,medium,False,False,True
274,batch_07,G-N,E2CHK-57a2c3f396b8daae,EX99_PRESS_RELEASE,consumer,60667,LOWES COMPANIES INC,2018-11-20,367,1,False,OK,high,False,False,False
275,batch_07,P,E2CHK-5f48f7b3a4ae87d4,EX99_PRESS_RELEASE,financials,1390777,Bank of New York Mellon Corp,2025-04-11,358,1,False,OK,high,False,False,True
276,batch_07,G-A,E2CHK-28641af1dd53a56c,EX99_PRESS_RELEASE,healthcare,1110803,"ILLUMINA, INC.",2017-04-25,382,1,False,OK,high,False,False,True
277,batch_07,G-N,E2CHK-33fccbc999d29c39,EX99_PRESS_RELEASE,energy,1161154,"Energy Transfer Operating, L.P.",2017-11-07,364,1,False,FLAGGED,medium,False,False,False
278,batch_07,P,E2CHK-3b2368436e1dabeb,EX99_PRESS_RELEASE,healthcare,1551152,AbbVie Inc.,2015-10-30,367,1,False,OK,high,False,False,True
279,batch_07,P,E2CHK-449be2e96b98210f,EX99_PRESS_RELEASE,financials,1543151,"Uber Technologies, Inc",2026-08-05,365,2,True,OK,high,False,False,True
280,batch_07,P,E2CHK-9e41e323b3bd3d74,MDA,healthcare,59478,ELI LILLY & Co,2019-02-19,419,1,True,OK,high,False,False,False
281,batch_08,P,E2CHK-69be94c889ddae8f,MDA,healthcare,310158,"Merck & Co., Inc.",2015-11-05,388,1,False,FLAGGED,low,False,False,False
282,batch_08,G-N,E2CHK-ef08533dd2d53c08,EX99_PRESS_RELEASE,energy,1038357,PIONEER NATURAL RESOURCES CO,2015-11-03,168,1,False,FLAGGED,medium,False,False,False
283,batch_08,P,E2CHK-77c41b5b86df350f,MDA,healthcare,1110803,"ILLUMINA, INC.",2020-10-30,438,1,True,OK,high,False,False,True
284,batch_08,P,E2CHK-f2a795fe479809c0,MDA,financials,1393612,Discover Financial Services,2019-05-02,359,3,False,OK,high,False,False,True
285,batch_08,P,E2CHK-6cd135825997ae1f,MDA,consumer,21344,COCA COLA CO,2020-07-22,751,2,True,OK,high,False,False,False
286,batch_08,G-N,E2CHK-85ceccd2f54e7cb5,EX99_PRESS_RELEASE,healthcare,1555280,Zoetis Inc.,2016-02-16,246,1,False,OK,high,False,False,False
287,batch_08,P,E2CHK-4225b0ead4a72be3,RISK_FACTORS,consumer,109198,TJX COMPANIES INC /DE/,2025-04-02,496,1,False,OK,high,False,False,False
288,batch_08,P,E2CHK-639095b4598bbd6c,MDA,energy,1061219,ENTERPRISE PRODUCTS PARTNERS L.P.,2020-11-06,377,1,True,OK,high,False,False,False
289,batch_08,G-A,E2CHK-254e479a0e14017c,EX99_PRESS_RELEASE,healthcare,1156039,"Elevance Health, Inc.",2017-02-01,408,2,True,FLAGGED,medium,False,False,False
290,batch_08,P,E2CHK-220362b8a5402f45,MDA,financials,80661,PROGRESSIVE CORP/OH/,2024-11-04,388,1,True,FLAGGED,low,False,False,False
291,batch_08,G-N,E2CHK-7cbffd8ee5da4661,EX99_PRESS_RELEASE,consumer,1637459,Kraft Heinz Co,2022-02-16,399,1,False,OK,high,False,False,True
292,batch_08,P,E2CHK-fd078bde440967d5,MDA,financials,1571949,"Intercontinental Exchange, Inc.",2025-02-06,417,2,False,OK,high,False,False,False
293,batch_08,P,E2CHK-de8e4ed70e020195,MDA,financials,798354,FISERV INC,2019-05-01,358,5,False,OK,high,False,False,False
294,batch_08,P,E2CHK-11a58e2f495bf74a,MDA,energy,1552000,MPLX LP,2025-08-05,370,1,False,OK,high,False,False,True
295,batch_08,P,E2CHK-00c161b034295d61,EX99_PRESS_RELEASE,tech,1645590,Hewlett Packard Enterprise Co,2017-09-05,352,1,False,OK,high,False,False,True
296,batch_08,P,E2CHK-ccefc92c68b96565,EX99_PRESS_RELEASE,energy,4447,HESS CORP,2021-01-27,374,1,True,OK,high,False,False,True
297,batch_08,G-N,E2CHK-4b6e4a6d39799bd6,EX99_PRESS_RELEASE,consumer,1413329,Philip Morris International Inc.,2021-07-20,368,1,True,OK,high,False,False,True
298,batch_08,G-N,E2CHK-9515ef3c52d0810c,EX99_PRESS_RELEASE,tech,1512673,"Block, Inc.",2022-05-05,381,1,False,OK,high,False,False,True
299,batch_08,G-A,E2CHK-d31e86fcdacacb90,EX99_PRESS_RELEASE,tech,1730168,Broadcom Inc.,2020-12-10,541,1,True,OK,high,False,False,True
300,batch_08,P,E2CHK-2ce9f3faf7cb5f52,MDA,healthcare,1099800,Edwards Lifesciences Corp,2025-08-06,281,1,False,OK,high,False,False,False
301,batch_08,P,E2CHK-da9c2b450fde9ce1,RISK_FACTORS,tech,320193,Apple Inc.,2015-10-28,399,17,False,OK,high,False,False,False
302,batch_08,P,E2CHK-f27bf6c2b45ee4b6,MDA,tech,1512673,"Block, Inc.",2025-11-06,251,1,False,OK,high,False,False,False
303,batch_08,P,E2CHK-6ff03466617699bd,EX99_PRESS_RELEASE,consumer,320187,"NIKE, Inc.",2016-12-23,380,1,True,FLAGGED,medium,False,False,False
304,batch_08,G-N,E2CHK-69f2e3228c36c9e3,EX99_PRESS_RELEASE,energy,1552000,MPLX LP,2019-02-07,362,1,False,OK,high,False,False,True
305,batch_08,P,E2CHK-f95062fdb4491102,RISK_FACTORS,consumer,77476,PEPSICO INC,2016-02-11,431,1,False,OK,high,False,False,False
306,batch_08,P,E2CHK-0cac4c283c6b0349,MDA,consumer,31462,ECOLAB INC.,2016-02-26,380,4,False,OK,high,False,False,False
307,batch_08,P,E2CHK-9e6ceeacf4043d91,MDA,energy,1090012,DEVON ENERGY CORP/DE,2021-08-04,353,2,False,OK,high,False,False,False
308,batch_08,G-A,E2CHK-c43eb3c0270ed234,EX99_PRESS_RELEASE,energy,1039684,ONEOK INC /NEW/,2021-04-27,581,1,True,OK,high,False,False,True
309,batch_08,P,E2CHK-2b92694d27f44f44,MDA,consumer,104169,Walmart Inc.,2024-06-07,530,3,True,OK,high,False,True,True
310,batch_08,P,E2CHK-a3fa1fce9944732c,MDA,consumer,320187,"NIKE, Inc.",2023-01-05,449,1,True,FLAGGED,low,False,False,True
311,batch_08,G-N,E2CHK-72b036a1e637890c,EX99_PRESS_RELEASE,healthcare,78003,PFIZER INC,2016-02-02,358,1,False,FLAGGED,medium,False,False,False
312,batch_08,P,E2CHK-27e176de32394955,EX99_PRESS_RELEASE,healthcare,59478,ELI LILLY & Co,2017-10-24,356,1,True,FLAGGED,medium,False,False,False
313,batch_08,G-N,E2CHK-52cc2d0dab5c20e7,EX99_PRESS_RELEASE,consumer,1618921,"Walgreens Boots Alliance, Inc.",2022-01-06,357,2,False,FLAGGED,medium,False,False,True
314,batch_08,G-A,E2CHK-d9d934eeee7bc2ff,EX99_PRESS_RELEASE,energy,1039684,ONEOK INC /NEW/,2016-11-01,358,1,False,OK,high,False,False,True
315,batch_08,P,E2CHK-6b3e31d591c4831a,EX99_PRESS_RELEASE,energy,4447,HESS CORP,2024-10-30,409,1,True,OK,high,False,False,True
316,batch_08,P,E2CHK-fb8de7ad4aede6ec,EX99_PRESS_RELEASE,consumer,64803,CVS HEALTH Corp,2024-08-07,398,1,True,OK,high,False,False,True
317,batch_08,P,E2CHK-a1d346c0cdecfb7b,EX99_PRESS_RELEASE,tech,858877,"CISCO SYSTEMS, INC.",2017-05-17,352,1,True,OK,high,False,False,False
318,batch_08,P,E2CHK-8ef2e0a0b47ecef2,MDA,financials,86312,"TRAVELERS COMPANIES, INC.",2020-07-23,405,2,False,OK,high,False,False,False
319,batch_08,P,E2CHK-e7397d78fc42fd23,EX99_PRESS_RELEASE,consumer,1103982,"Mondelez International, Inc.",2018-10-29,374,3,True,OK,high,False,False,False
320,batch_08,P,E2CHK-2fa30845f07220da,MDA,financials,886982,GOLDMAN SACHS GROUP INC,2024-08-02,352,1,True,OK,high,False,True,True
321,batch_09,G-N,E2CHK-83bab413ca96db72,EX99_PRESS_RELEASE,financials,1123360,GLOBAL PAYMENTS INC,2025-08-06,370,1,False,OK,high,False,False,True
322,batch_09,P,E2CHK-be1cd6a6a48a21ca,RISK_FACTORS,tech,1326801,"Meta Platforms, Inc.",2021-10-26,357,1,True,OK,high,False,False,False
323,batch_09,P,E2CHK-ee12a785445c615d,MDA,financials,895421,MORGAN STANLEY,2015-11-03,393,1,False,OK,high,False,False,False
324,batch_09,G-N,E2CHK-085bd17662548c01,EX99_PRESS_RELEASE,tech,712515,ELECTRONIC ARTS INC.,2024-01-30,208,1,False,OK,high,False,False,True
325,batch_09,P,E2CHK-6447928264fe436e,RISK_FACTORS,financials,886982,GOLDMAN SACHS GROUP INC,2023-02-24,498,4,True,OK,high,False,True,True
326,batch_09,G-N,E2CHK-3e3e8f98e3c78238,EX99_PRESS_RELEASE,healthcare,936402,Shire plc,2018-04-26,393,2,True,OK,high,False,False,False
327,batch_09,G-A,E2CHK-c2dd3adcde295e94,EX99_PRESS_RELEASE,energy,895728,ENBRIDGE INC,2022-07-29,414,1,True,OK,high,False,False,False
328,batch_09,P,E2CHK-fa086d09dbde01b0,MDA,tech,1137789,Seagate Technology Holdings plc,2023-08-04,215,3,False,OK,high,False,False,False
329,batch_09,G-N,E2CHK-28ebcd44d8b059be,EX99_PRESS_RELEASE,energy,1483096,WILLIAMS PARTNERS L.P.,2016-05-04,407,1,False,OK,high,False,False,True
330,batch_09,P,E2CHK-51046704d4d63683,MDA,financials,1067983,BERKSHIRE HATHAWAY INC,2023-05-08,413,3,True,OK,high,False,False,False
331,batch_09,P,E2CHK-1e6540576b9b5608,MDA,financials,927628,CAPITAL ONE FINANCIAL CORP,2018-02-21,375,2,False,OK,high,False,False,True
332,batch_09,P,E2CHK-0456083c97ac08ee,MDA,financials,896159,Chubb Ltd,2020-02-27,381,1,True,OK,high,False,False,True
333,batch_09,G-A,E2CHK-6c5a45cabe9acb51,EX99_PRESS_RELEASE,healthcare,1551152,AbbVie Inc.,2021-07-30,372,2,True,OK,high,False,False,True
