cik,company_name,accession_number,filing_date,quarter,quarter_cell_size,section_type,results_signature_present,gate_level,words,prose_word_share,verdict,verdict_note
78003,PFIZER INC,0001193125-23-294930,2023-12-14,2023Q4,3,EX99_PRESS_RELEASE,True,WARN_MULTI,1472,0.0285,,
79879,PPG INDUSTRIES INC,0000079879-16-000090,2016-07-21,2016Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3826,0.5714,,
79879,PPG INDUSTRIES INC,0000079879-16-000109,2016-09-16,2016Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1193,0.1484,,
79879,PPG INDUSTRIES INC,0000079879-16-000112,2016-10-07,2016Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1304,0.8612,,
79879,PPG INDUSTRIES INC,0000079879-16-000114,2016-10-20,2016Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3467,0.6164,,
79879,PPG INDUSTRIES INC,0000079879-17-000068,2017-07-12,2017Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1418,0.1255,,
79879,PPG INDUSTRIES INC,0000079879-17-000070,2017-07-20,2017Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3802,0.5997,,
79879,PPG INDUSTRIES INC,0000079879-18-000018,2018-04-19,2018Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3310,0.6453,,
79879,PPG INDUSTRIES INC,0000079879-18-000041,2018-06-28,2018Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1747,0.688,,
79879,PPG INDUSTRIES INC,0000079879-18-000053,2018-10-09,2018Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1399,0.8628,,
79879,PPG INDUSTRIES INC,0000079879-18-000055,2018-10-18,2018Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2997,0.5499,,
79879,PPG INDUSTRIES INC,0000079879-20-000048,2020-10-08,2020Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,932,0.8605,,
79879,PPG INDUSTRIES INC,0000079879-20-000051,2020-10-19,2020Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3335,0.5943,,
79879,PPG INDUSTRIES INC,0000079879-22-000067,2022-10-11,2022Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1106,0.9241,,
79879,PPG INDUSTRIES INC,0000079879-22-000075,2022-10-19,2022Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3780,0.5479,,
79879,PPG INDUSTRIES INC,0000079879-23-000016,2023-04-03,2023Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1283,0.7046,,
79879,PPG INDUSTRIES INC,0000079879-23-000023,2023-04-20,2023Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3426,0.4691,,
79879,PPG INDUSTRIES INC,0000079879-26-000129,2026-04-15,2026Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1266,0.8239,,
79879,PPG INDUSTRIES INC,0000079879-26-000167,2026-04-28,2026Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3935,0.5413,,
86312,"TRAVELERS COMPANIES, INC.",0001104659-20-083230,2020-07-14,2020Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1332,0.0,,
86312,"TRAVELERS COMPANIES, INC.",0000086312-20-000038,2020-07-23,2020Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,10657,0.4403,,
86312,"TRAVELERS COMPANIES, INC.",0001104659-23-004040,2023-01-17,2023Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1887,0.0,,
86312,"TRAVELERS COMPANIES, INC.",0000086312-23-000005,2023-01-24,2023Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,9850,0.3795,,
92122,SOUTHERN CO,0000092122-15-000063,2015-07-29,2015Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,966,0.911,,
92122,SOUTHERN CO,0000092122-15-000104,2015-10-28,2015Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2256,0.9193,,
92122,SOUTHERN CO,0000092122-16-000121,2016-02-03,2016Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2235,0.9159,,
92122,SOUTHERN CO,0000092122-16-000140,2016-04-27,2016Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,790,0.7089,,
92122,SOUTHERN CO,0000092122-16-000174,2016-07-27,2016Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2379,0.8806,,
92122,SOUTHERN CO,0000092122-16-000210,2016-10-31,2016Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,962,0.7328,,
92122,SOUTHERN CO,0000092122-17-000026,2017-05-03,2017Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1906,0.8688,,
92122,SOUTHERN CO,0000092122-23-000103,2023-11-02,2023Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1485,0.8256,,
93410,CHEVRON CORP,0000950142-23-002083,2023-07-24,2023Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2285,0.0,,
93410,CHEVRON CORP,0000093410-23-000076,2023-07-28,2023Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4559,0.3744,,
93410,CHEVRON CORP,0000093410-24-000006,2024-02-02,2024Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4906,0.4274,,
93410,CHEVRON CORP,0000093410-26-000110,2026-05-01,2026Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4404,0.4564,,
97745,THERMO FISHER SCIENTIFIC INC.,0000097745-20-000012,2020-04-06,2020Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,787,0.8208,,
97745,THERMO FISHER SCIENTIFIC INC.,0000097745-20-000015,2020-04-22,2020Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3446,0.5354,,
97745,THERMO FISHER SCIENTIFIC INC.,0000097745-20-000032,2020-07-06,2020Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,660,0.8197,,
97745,THERMO FISHER SCIENTIFIC INC.,0000097745-20-000035,2020-07-22,2020Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4634,0.4873,,
97745,THERMO FISHER SCIENTIFIC INC.,0000097745-21-000006,2021-02-01,2021Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5105,0.5038,,
100885,UNION PACIFIC CORP,0000100885-19-000036,2019-01-24,2019Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4218,0.3193,,
100885,UNION PACIFIC CORP,0000100885-21-000038,2021-01-21,2021Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4740,0.2498,,
106040,WESTERN DIGITAL CORP,0001193125-15-348802,2015-10-21,2015Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,769,0.0,,
106040,WESTERN DIGITAL CORP,0001193125-15-356330,2015-10-28,2015Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2515,0.0509,,
106040,WESTERN DIGITAL CORP,0001193125-16-642507,2016-07-06,2016Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1361,0.0904,,
106040,WESTERN DIGITAL CORP,0001193125-16-662249,2016-07-28,2016Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2552,0.0831,,
106040,WESTERN DIGITAL CORP,0000106040-25-000005,2025-01-29,2025Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4585,0.5036,,
200406,JOHNSON & JOHNSON,0000200406-19-000061,2019-10-15,2019Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2051,0.5524,,
200406,JOHNSON & JOHNSON,0000200406-23-000073,2023-07-20,2023Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2126,0.4393,,
200406,JOHNSON & JOHNSON,0000200406-23-000091,2023-08-30,2023Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1801,0.5125,,
200406,JOHNSON & JOHNSON,0000200406-24-000031,2024-04-16,2024Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2194,0.356,,
310158,"Merck & Co., Inc.",0001104659-22-051588,2022-04-28,2022Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6132,0.0,,
310764,STRYKER CORP,0000310764-16-000195,2016-01-12,2016Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1224,0.7998,,
310764,STRYKER CORP,0000310764-16-000203,2016-01-26,2016Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3549,0.419,,
310764,STRYKER CORP,0000310764-17-000008,2017-01-10,2017Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1695,0.5929,,
310764,STRYKER CORP,0000310764-17-000014,2017-01-24,2017Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3793,0.3862,,
310764,STRYKER CORP,0000310764-18-000006,2018-01-09,2018Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1515,0.5855,,
310764,STRYKER CORP,0000310764-18-000014,2018-01-30,2018Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3866,0.2625,,
313616,DANAHER CORP /DE/,0000313616-16-000132,2016-01-26,2016Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3765,0.5394,,
313616,DANAHER CORP /DE/,0000313616-17-000023,2017-01-31,2017Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4166,0.5108,,
313616,DANAHER CORP /DE/,0000313616-18-000023,2018-01-30,2018Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4619,0.5146,,
313616,DANAHER CORP /DE/,0000313616-19-000006,2019-01-29,2019Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5135,0.5922,,
313616,DANAHER CORP /DE/,0000313616-20-000002,2020-01-13,2020Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,864,0.9086,,
313616,DANAHER CORP /DE/,0000313616-20-000005,2020-01-30,2020Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5155,0.5389,,
313616,DANAHER CORP /DE/,0000313616-20-000081,2020-04-13,2020Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1509,0.8641,,
313616,DANAHER CORP /DE/,0000313616-20-000091,2020-05-06,2020Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3835,0.745,,
313616,DANAHER CORP /DE/,0000313616-21-000006,2021-01-28,2021Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5917,0.5871,,
313616,DANAHER CORP /DE/,0000313616-22-000005,2022-01-27,2022Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6790,0.6513,,
313616,DANAHER CORP /DE/,0000313616-23-000006,2023-01-24,2023Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,7319,0.5788,,
313616,DANAHER CORP /DE/,0000313616-23-000129,2023-04-25,2023Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4576,0.6938,,
313616,DANAHER CORP /DE/,0000313616-24-000006,2024-01-30,2024Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6972,0.574,,
313616,DANAHER CORP /DE/,0000313616-25-000004,2025-01-29,2025Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5520,0.5402,,
313616,DANAHER CORP /DE/,0000313616-26-000004,2026-01-28,2026Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6348,0.4891,,
320187,"NIKE, Inc.",0000320187-15-000188,2015-09-24,2015Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2182,0.4372,,
320187,"NIKE, Inc.",0000320187-15-000229,2015-12-22,2015Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2608,0.4421,,
320187,"NIKE, Inc.",0000320187-16-000257,2016-03-22,2016Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2831,0.4196,,
320187,"NIKE, Inc.",0000320187-16-000259,2016-03-25,2016Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,9179,0.8874,,
320187,"NIKE, Inc.",0000320187-16-000372,2016-09-27,2016Q3,3,EX99_PRESS_RELEASE,True,WARN_MULTI,2455,0.4798,,
320187,"NIKE, Inc.",0000320187-16-000390,2016-12-20,2016Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2345,0.3586,,
320187,"NIKE, Inc.",0000320187-17-000020,2017-03-21,2017Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2351,0.3811,,
320187,"NIKE, Inc.",0000320187-17-000176,2017-09-26,2017Q3,3,EX99_PRESS_RELEASE,True,WARN_MULTI,1950,0.439,,
320187,"NIKE, Inc.",0000320187-17-000202,2017-12-21,2017Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2196,0.3365,,
320187,"NIKE, Inc.",0000320187-18-000034,2018-03-22,2018Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2204,0.338,,
320187,"NIKE, Inc.",0000320187-18-000206,2018-09-25,2018Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1807,0.3752,,
320187,"NIKE, Inc.",0000320187-24-000062,2024-10-01,2024Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2136,0.3516,,
320187,"NIKE, Inc.",0000320187-24-000069,2024-12-19,2024Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2416,0.2881,,
320187,"NIKE, Inc.",0000320187-26-000070,2026-06-23,2026Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,651,0.8925,,
320187,"NIKE, Inc.",0000320187-26-000076,2026-06-30,2026Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3074,0.2983,,
320193,Apple Inc.,0000320193-19-000007,2019-01-29,2019Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2009,0.5212,,
701221,Cigna Holding Co,0000950159-15-000193,2015-07-24,2015Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1384,0.7269,,
701221,Cigna Holding Co,0000950159-15-000242,2015-07-30,2015Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3948,0.3599,,
701221,Cigna Holding Co,0000950159-17-000026,2017-02-02,2017Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4580,0.3179,,
701221,Cigna Holding Co,0000950159-18-000039,2018-02-01,2018Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4726,0.357,,
712515,ELECTRONIC ARTS INC.,0000712515-18-000038,2018-07-26,2018Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4608,0.3518,,
712515,ELECTRONIC ARTS INC.,0000712515-18-000052,2018-08-30,2018Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1011,0.6736,,
712515,ELECTRONIC ARTS INC.,0000712515-25-000007,2025-01-22,2025Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,912,0.6228,,
712515,ELECTRONIC ARTS INC.,0000712515-25-000010,2025-02-04,2025Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4189,0.2841,,
713676,"PNC FINANCIAL SERVICES GROUP, INC.",0001193125-15-252913,2015-07-15,2015Q3,3,EX99_PRESS_RELEASE,True,WARN_MULTI,10357,0.0442,,
713676,"PNC FINANCIAL SERVICES GROUP, INC.",0001193125-15-343181,2015-10-14,2015Q4,3,EX99_PRESS_RELEASE,True,WARN_MULTI,10868,0.0494,,
713676,"PNC FINANCIAL SERVICES GROUP, INC.",0001193125-16-430398,2016-01-15,2016Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,10902,0.0373,,
713676,"PNC FINANCIAL SERVICES GROUP, INC.",0001193125-16-540614,2016-04-14,2016Q2,3,EX99_PRESS_RELEASE,True,WARN_MULTI,10060,0.0445,,
713676,"PNC FINANCIAL SERVICES GROUP, INC.",0001193125-16-648803,2016-07-15,2016Q3,3,EX99_PRESS_RELEASE,True,WARN_MULTI,10699,0.0621,,
713676,"PNC FINANCIAL SERVICES GROUP, INC.",0001193125-16-738130,2016-10-14,2016Q4,3,EX99_PRESS_RELEASE,True,WARN_MULTI,10015,0.0574,,
713676,"PNC FINANCIAL SERVICES GROUP, INC.",0001193125-17-009255,2017-01-13,2017Q1,3,EX99_PRESS_RELEASE,True,WARN_MULTI,9676,0.0125,,
713676,"PNC FINANCIAL SERVICES GROUP, INC.",0001193125-17-122062,2017-04-13,2017Q2,3,EX99_PRESS_RELEASE,True,WARN_MULTI,8763,0.0235,,
713676,"PNC FINANCIAL SERVICES GROUP, INC.",0001193125-17-227952,2017-07-14,2017Q3,3,EX99_PRESS_RELEASE,True,WARN_MULTI,9097,0.0453,,
713676,"PNC FINANCIAL SERVICES GROUP, INC.",0001628280-17-009872,2017-10-13,2017Q4,3,EX99_PRESS_RELEASE,True,WARN_MULTI,8727,0.5148,,
713676,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676-18-000014,2018-01-12,2018Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,9881,0.5281,,
713676,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676-18-000036,2018-04-13,2018Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,9331,0.5671,,
713676,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676-18-000056,2018-07-13,2018Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,8970,0.5201,,
713676,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676-18-000071,2018-10-12,2018Q4,3,EX99_PRESS_RELEASE,True,WARN_MULTI,8929,0.5277,,
713676,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676-19-000005,2019-01-16,2019Q1,3,EX99_PRESS_RELEASE,True,WARN_MULTI,9790,0.5596,,
713676,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676-19-000025,2019-04-12,2019Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,8333,0.5181,,
713676,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676-19-000045,2019-07-17,2019Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,8505,0.4991,,
713676,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676-19-000061,2019-10-16,2019Q4,3,EX99_PRESS_RELEASE,True,WARN_MULTI,8501,0.4902,,
713676,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676-20-000015,2020-01-15,2020Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,8877,0.526,,
713676,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676-20-000068,2020-04-15,2020Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,10343,0.5447,,
713676,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676-20-000096,2020-07-15,2020Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,10350,0.5338,,
713676,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676-20-000130,2020-10-14,2020Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,10206,0.523,,
713676,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676-21-000011,2021-01-15,2021Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,10127,0.5232,,
713676,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676-21-000037,2021-04-16,2021Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,9838,0.5138,,
713676,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676-21-000083,2021-07-14,2021Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,9001,0.4731,,
713676,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676-21-000109,2021-10-15,2021Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,10952,0.4284,,
713676,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676-22-000005,2022-01-18,2022Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,10076,0.3968,,
713676,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676-22-000031,2022-04-14,2022Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,9468,0.4163,,
713676,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676-22-000066,2022-07-15,2022Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,9452,0.4199,,
713676,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676-22-000085,2022-10-14,2022Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,9246,0.3801,,
713676,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676-23-000069,2023-10-13,2023Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,8450,1.0,,
713676,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676-24-000006,2024-01-16,2024Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,9779,0.4182,,
713676,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676-24-000070,2024-10-15,2024Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,8609,0.3819,,
713676,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676-25-000126,2025-10-15,2025Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,8706,0.372,,
715957,"DOMINION ENERGY, INC",0001564590-20-021004,2020-05-05,2020Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2995,0.4638,,
723125,MICRON TECHNOLOGY INC,0000723125-15-000077,2015-10-01,2015Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2720,0.4496,,
723125,MICRON TECHNOLOGY INC,0000723125-15-000136,2015-12-22,2015Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1841,0.4715,,
723125,MICRON TECHNOLOGY INC,0000723125-16-000225,2016-10-04,2016Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2403,0.5372,,
723125,MICRON TECHNOLOGY INC,0000723125-16-000306,2016-12-21,2016Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2425,0.5142,,
723125,MICRON TECHNOLOGY INC,0000723125-21-000009,2021-01-07,2021Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2530,0.2885,,
723125,MICRON TECHNOLOGY INC,0000723125-21-000028,2021-03-31,2021Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3223,0.3878,,
726728,REALTY INCOME CORP,0000726728-20-000069,2020-07-02,2020Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,737,0.6242,,
726728,REALTY INCOME CORP,0000726728-20-000075,2020-08-03,2020Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5372,0.4058,,
726728,REALTY INCOME CORP,0000726728-21-000037,2021-02-22,2021Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6223,0.4525,,
732717,AT&T INC.,0000732717-21-000054,2021-07-21,2021Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1268,0.8091,,
732717,AT&T INC.,0000732717-21-000060,2021-07-22,2021Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3284,0.3855,,
732717,AT&T INC.,0000732717-22-000010,2022-01-26,2022Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3909,0.5242,,
753308,NEXTERA ENERGY INC,0000753308-26-000007,2026-01-27,2026Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,8414,0.4601,,
766704,WELLTOWER INC.,0000766704-20-000029,2020-05-06,2020Q2,3,EX99_PRESS_RELEASE,True,WARN_MULTI,4556,0.6288,,
766704,WELLTOWER INC.,0001193125-20-264008,2020-10-05,2020Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1887,0.1341,,
766704,WELLTOWER INC.,0000766704-20-000060,2020-10-28,2020Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5403,0.6174,,
766704,WELLTOWER INC.,0000766704-21-000015,2021-02-09,2021Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5232,0.6296,,
766704,WELLTOWER INC.,0001193125-21-106945,2021-04-06,2021Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,9145,0.3036,,
766704,WELLTOWER INC.,0000766704-21-000029,2021-04-28,2021Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5390,0.7,,
766704,WELLTOWER INC.,0001193125-22-006311,2022-01-11,2022Q1,3,EX99_PRESS_RELEASE,True,WARN_MULTI,9519,0.2594,,
766704,WELLTOWER INC.,0001193125-22-015495,2022-01-24,2022Q1,3,EX99_PRESS_RELEASE,True,WARN_MULTI,9711,0.2633,,
766704,WELLTOWER INC.,0000766704-22-000010,2022-02-15,2022Q1,3,EX99_PRESS_RELEASE,True,WARN_MULTI,6013,0.5769,,
766704,WELLTOWER INC.,0001193125-22-095657,2022-04-05,2022Q2,5,EX99_PRESS_RELEASE,True,WARN_MULTI,5220,0.1782,,
766704,WELLTOWER INC.,0001193125-22-113084,2022-04-21,2022Q2,5,EX99_PRESS_RELEASE,True,WARN_MULTI,4687,0.0352,,
766704,WELLTOWER INC.,0000766704-22-000030,2022-05-10,2022Q2,5,EX99_PRESS_RELEASE,True,WARN_MULTI,5710,0.5862,,
766704,WELLTOWER INC.,0001193125-22-168606,2022-06-07,2022Q2,5,EX99_PRESS_RELEASE,True,WARN_MULTI,8329,0.2083,,
766704,WELLTOWER INC.,0001193125-22-192860,2022-07-13,2022Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5186,0.1238,,
766704,WELLTOWER INC.,0000766704-22-000046,2022-08-09,2022Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5913,0.5512,,
766704,WELLTOWER INC.,0001193125-22-257269,2022-10-04,2022Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4934,0.1255,,
766704,WELLTOWER INC.,0000766704-22-000059,2022-11-07,2022Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5415,0.5461,,
766704,WELLTOWER INC.,0000766704-23-000015,2023-05-02,2023Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5353,0.5352,,
766704,WELLTOWER INC.,0001193125-23-161225,2023-06-06,2023Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5078,0.1845,,
766704,WELLTOWER INC.,0001193125-24-011737,2024-01-22,2024Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4973,0.1625,,
766704,WELLTOWER INC.,0000766704-24-000004,2024-02-13,2024Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6135,0.5169,,
769397,"Autodesk, Inc.",0000769397-16-000055,2016-02-03,2016Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,937,0.6638,,
769397,"Autodesk, Inc.",0000769397-16-000059,2016-02-25,2016Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6066,0.2985,,
769397,"Autodesk, Inc.",0001193125-17-032583,2017-02-07,2017Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,7975,0.2038,,
769397,"Autodesk, Inc.",0000769397-17-000009,2017-03-02,2017Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4884,0.3878,,
769397,"Autodesk, Inc.",0001628280-20-016321,2020-11-12,2020Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,835,0.7593,,
769397,"Autodesk, Inc.",0000769397-20-000036,2020-11-24,2020Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5071,0.4256,,
769397,"Autodesk, Inc.",0001213900-24-049057,2024-06-03,2024Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2032,0.0,,
769397,"Autodesk, Inc.",0000769397-24-000095,2024-06-11,2024Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4588,0.5281,,
773840,HONEYWELL INTERNATIONAL INC,0000930413-16-008528,2016-10-21,2016Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3916,0.0,,
773840,HONEYWELL INTERNATIONAL INC,0000930413-17-003540,2017-10-11,2017Q4,3,EX99_PRESS_RELEASE,True,WARN_MULTI,2166,0.0,,
