accession_number,section_type,cik_n,company_name_n,form_n,filing_date_n,bucket,extraction_status_o,extraction_status_n,reason_code_o,reason_code_n,extraction_confidence_o,extraction_confidence_n,extraction_method_o,extraction_method_n,word_count_o,word_count_n
0000092230-20-000099,RISK_FACTORS,92230,TRUIST FINANCIAL CORP,10-Q,2020-08-04,fix2_body_heading_mark,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000092230-20-000114,RISK_FACTORS,92230,TRUIST FINANCIAL CORP,10-Q,2020-11-02,fix2_body_heading_mark,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000107263-16-000021,RISK_FACTORS,107263,"WILLIAMS COMPANIES, INC.",10-K,2016-02-26,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,11922
0000107263-17-000006,RISK_FACTORS,107263,"WILLIAMS COMPANIES, INC.",10-Q,2017-05-04,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000107263-17-000015,RISK_FACTORS,107263,"WILLIAMS COMPANIES, INC.",10-Q,2017-08-03,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000107263-17-000022,RISK_FACTORS,107263,"WILLIAMS COMPANIES, INC.",10-Q,2017-11-02,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000200406-15-000044,RISK_FACTORS,200406,JOHNSON & JOHNSON,10-Q,2015-07-31,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000200406-15-000060,RISK_FACTORS,200406,JOHNSON & JOHNSON,10-Q,2015-10-30,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000200406-16-000084,RISK_FACTORS,200406,JOHNSON & JOHNSON,10-Q,2016-05-10,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000200406-16-000105,RISK_FACTORS,200406,JOHNSON & JOHNSON,10-Q,2016-08-04,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000200406-16-000112,RISK_FACTORS,200406,JOHNSON & JOHNSON,10-Q,2016-11-04,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000200406-17-000024,RISK_FACTORS,200406,JOHNSON & JOHNSON,10-Q,2017-05-08,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000200406-17-000042,RISK_FACTORS,200406,JOHNSON & JOHNSON,10-Q,2017-08-03,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000200406-17-000052,RISK_FACTORS,200406,JOHNSON & JOHNSON,10-Q,2017-11-02,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000200406-18-000019,RISK_FACTORS,200406,JOHNSON & JOHNSON,10-Q,2018-05-01,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000200406-18-000041,RISK_FACTORS,200406,JOHNSON & JOHNSON,10-Q,2018-08-02,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000200406-18-000055,RISK_FACTORS,200406,JOHNSON & JOHNSON,10-Q,2018-10-31,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000200406-19-000033,RISK_FACTORS,200406,JOHNSON & JOHNSON,10-Q,2019-05-01,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000200406-19-000053,RISK_FACTORS,200406,JOHNSON & JOHNSON,10-Q,2019-07-29,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000200406-19-000066,RISK_FACTORS,200406,JOHNSON & JOHNSON,10-Q,2019-10-28,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000200406-21-000036,RISK_FACTORS,200406,JOHNSON & JOHNSON,10-Q,2021-04-30,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000200406-21-000057,RISK_FACTORS,200406,JOHNSON & JOHNSON,10-Q,2021-07-29,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000200406-21-000070,RISK_FACTORS,200406,JOHNSON & JOHNSON,10-Q,2021-10-29,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000200406-22-000048,RISK_FACTORS,200406,JOHNSON & JOHNSON,10-Q,2022-04-29,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000200406-22-000071,RISK_FACTORS,200406,JOHNSON & JOHNSON,10-Q,2022-07-29,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000200406-22-000086,RISK_FACTORS,200406,JOHNSON & JOHNSON,10-Q,2022-10-27,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000200406-23-000056,RISK_FACTORS,200406,JOHNSON & JOHNSON,10-Q,2023-04-28,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000200406-23-000082,RISK_FACTORS,200406,JOHNSON & JOHNSON,10-Q,2023-07-31,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000200406-23-000102,RISK_FACTORS,200406,JOHNSON & JOHNSON,10-Q,2023-10-27,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000200406-24-000049,RISK_FACTORS,200406,JOHNSON & JOHNSON,10-Q,2024-05-01,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000200406-24-000075,RISK_FACTORS,200406,JOHNSON & JOHNSON,10-Q,2024-07-25,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000200406-24-000096,RISK_FACTORS,200406,JOHNSON & JOHNSON,10-Q,2024-10-23,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000200406-25-000119,RISK_FACTORS,200406,JOHNSON & JOHNSON,10-Q,2025-04-23,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000200406-25-000178,RISK_FACTORS,200406,JOHNSON & JOHNSON,10-Q,2025-07-24,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000200406-25-000209,RISK_FACTORS,200406,JOHNSON & JOHNSON,10-Q,2025-10-22,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000200406-26-000087,RISK_FACTORS,200406,JOHNSON & JOHNSON,10-Q,2026-04-22,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000200406-26-000153,RISK_FACTORS,200406,JOHNSON & JOHNSON,10-Q,2026-07-23,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000310158-19-000042,RISK_FACTORS,310158,"Merck & Co., Inc.",10-Q,2019-11-05,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000310158-25-000014,RISK_FACTORS,310158,"Merck & Co., Inc.",10-Q,2025-08-05,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000310158-25-000059,RISK_FACTORS,310158,"Merck & Co., Inc.",10-Q,2025-11-05,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000310158-26-000212,RISK_FACTORS,310158,"Merck & Co., Inc.",10-Q,2026-08-07,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000313616-16-000145,MDA,313616,DANAHER CORP /DE/,10-K,2016-02-24,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,19246
0000313616-16-000145,RISK_FACTORS,313616,DANAHER CORP /DE/,10-K,2016-02-24,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,8618
0000313616-17-000066,MDA,313616,DANAHER CORP /DE/,10-K,2017-02-22,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,16896
0000313616-17-000066,RISK_FACTORS,313616,DANAHER CORP /DE/,10-K,2017-02-22,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,10213
0000313616-18-000038,MDA,313616,DANAHER CORP /DE/,10-K,2018-02-21,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,18277
0000313616-18-000038,RISK_FACTORS,313616,DANAHER CORP /DE/,10-K,2018-02-21,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,11014
0000313616-19-000035,MDA,313616,DANAHER CORP /DE/,10-K,2019-02-21,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,18730
0000313616-19-000035,RISK_FACTORS,313616,DANAHER CORP /DE/,10-K,2019-02-21,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,12398
0000318154-17-000004,MDA,318154,AMGEN INC,10-K,2017-02-14,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,10366
0000318154-17-000004,RISK_FACTORS,318154,AMGEN INC,10-K,2017-02-14,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,11254
0000320187-19-000071,MDA,320187,"NIKE, Inc.",10-Q,2019-10-04,fix5_nike_handler,FLAGGED,FLAGGED,head_foreign_item,heading_regex_fallback,medium,low,anchor,heading_regex,465,7873
0000320187-20-000004,MDA,320187,"NIKE, Inc.",10-Q,2020-01-07,fix5_nike_handler,FLAGGED,FLAGGED,head_foreign_item,heading_regex_fallback,medium,low,anchor,heading_regex,476,11286
0000320187-20-000018,MDA,320187,"NIKE, Inc.",10-Q,2020-04-07,fix5_nike_handler,FLAGGED,FLAGGED,head_foreign_item,heading_regex_fallback,medium,low,anchor,heading_regex,1318,13422
0000320187-20-000061,MDA,320187,"NIKE, Inc.",10-Q,2020-10-08,fix5_nike_handler,FLAGGED,FLAGGED,head_foreign_item,heading_regex_fallback,medium,low,anchor,heading_regex,399,9201
0000320187-21-000003,MDA,320187,"NIKE, Inc.",10-Q,2021-01-05,fix5_nike_handler,FLAGGED,FLAGGED,head_foreign_item,heading_regex_fallback,medium,low,anchor,heading_regex,422,13075
0000320187-21-000012,MDA,320187,"NIKE, Inc.",10-Q,2021-04-02,fix5_nike_handler,FLAGGED,FLAGGED,head_foreign_item,heading_regex_fallback,medium,low,anchor,heading_regex,389,13515
0000320187-21-000045,MDA,320187,"NIKE, Inc.",10-Q,2021-10-05,fix5_nike_handler,FLAGGED,FLAGGED,head_foreign_item,heading_regex_fallback,medium,low,anchor,heading_regex,464,9253
0000320187-22-000004,MDA,320187,"NIKE, Inc.",10-Q,2022-01-06,fix5_nike_handler,FLAGGED,FLAGGED,head_foreign_item,heading_regex_fallback,medium,low,anchor,heading_regex,454,13093
0000320187-22-000017,MDA,320187,"NIKE, Inc.",10-Q,2022-04-05,fix5_nike_handler,FLAGGED,FLAGGED,head_foreign_item,heading_regex_fallback,medium,low,anchor,heading_regex,545,12961
0000320187-22-000058,MDA,320187,"NIKE, Inc.",10-Q,2022-10-06,fix5_nike_handler,FLAGGED,FLAGGED,head_foreign_item,heading_regex_fallback,medium,low,anchor,heading_regex,553,8999
0000320187-23-000003,MDA,320187,"NIKE, Inc.",10-Q,2023-01-05,fix5_nike_handler,FLAGGED,FLAGGED,head_foreign_item,heading_regex_fallback,medium,low,anchor,heading_regex,482,12527
0000320187-23-000013,MDA,320187,"NIKE, Inc.",10-Q,2023-04-06,fix5_nike_handler,FLAGGED,FLAGGED,head_foreign_item,heading_regex_fallback,medium,low,anchor,heading_regex,498,12691
0000320187-23-000052,MDA,320187,"NIKE, Inc.",10-Q,2023-10-06,fix5_nike_handler,FLAGGED,FLAGGED,head_foreign_item,heading_regex_fallback,medium,low,anchor,heading_regex,621,7779
0000320187-24-000004,MDA,320187,"NIKE, Inc.",10-Q,2024-01-05,fix5_nike_handler,FLAGGED,FLAGGED,head_foreign_item,heading_regex_fallback,medium,low,anchor,heading_regex,726,11381
0000320187-24-000019,MDA,320187,"NIKE, Inc.",10-Q,2024-04-04,fix5_nike_handler,FLAGGED,FLAGGED,head_foreign_item,heading_regex_fallback,medium,low,anchor,heading_regex,696,11890
0000320187-24-000065,MDA,320187,"NIKE, Inc.",10-Q,2024-10-07,fix5_nike_handler,FLAGGED,FLAGGED,head_foreign_item,heading_regex_fallback,medium,low,anchor,heading_regex,515,7367
0000320187-25-000004,MDA,320187,"NIKE, Inc.",10-Q,2025-01-03,fix5_nike_handler,FLAGGED,FLAGGED,head_foreign_item,heading_regex_fallback,medium,low,anchor,heading_regex,665,10492
0000320187-25-000016,MDA,320187,"NIKE, Inc.",10-Q,2025-04-03,fix5_nike_handler,FLAGGED,FLAGGED,head_foreign_item,heading_regex_fallback,medium,low,anchor,heading_regex,649,10611
0000320187-25-000097,MDA,320187,"NIKE, Inc.",10-Q,2025-10-01,fix5_nike_handler,FLAGGED,FLAGGED,head_foreign_item,heading_regex_fallback,medium,low,anchor,heading_regex,510,7411
0000320187-25-000151,MDA,320187,"NIKE, Inc.",10-Q,2025-12-30,fix5_nike_handler,FLAGGED,FLAGGED,head_foreign_item,heading_regex_fallback,medium,low,anchor,heading_regex,666,10412
0000320187-26-000037,MDA,320187,"NIKE, Inc.",10-Q,2026-04-01,fix5_nike_handler,FLAGGED,FLAGGED,head_foreign_item,heading_regex_fallback,medium,low,anchor,heading_regex,609,10999
0000723125-18-000036,MDA,723125,MICRON TECHNOLOGY INC,10-Q,2018-03-23,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,513,6599
0000726728-18-000087,RISK_FACTORS,726728,REALTY INCOME CORP,10-Q,2018-08-02,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000726728-18-000108,RISK_FACTORS,726728,REALTY INCOME CORP,10-Q,2018-11-01,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000726728-19-000049,RISK_FACTORS,726728,REALTY INCOME CORP,10-Q,2019-05-02,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000726728-19-000079,RISK_FACTORS,726728,REALTY INCOME CORP,10-Q,2019-08-06,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000726728-19-000094,RISK_FACTORS,726728,REALTY INCOME CORP,10-Q,2019-11-05,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000731766-15-000037,MDA,731766,UNITEDHEALTH GROUP INC,10-Q,2015-07-29,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,5836
0000731766-15-000037,RISK_FACTORS,731766,UNITEDHEALTH GROUP INC,10-Q,2015-07-29,fix1_ladder_recovered,EXPECTED_ABSENT,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,102
0000731766-15-000049,MDA,731766,UNITEDHEALTH GROUP INC,10-Q,2015-11-05,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,5818
0000731766-15-000049,RISK_FACTORS,731766,UNITEDHEALTH GROUP INC,10-Q,2015-11-05,fix1_ladder_recovered,EXPECTED_ABSENT,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,102
0000731766-16-000068,MDA,731766,UNITEDHEALTH GROUP INC,10-Q,2016-05-04,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,4524
0000731766-16-000068,RISK_FACTORS,731766,UNITEDHEALTH GROUP INC,10-Q,2016-05-04,fix1_ladder_recovered,EXPECTED_ABSENT,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,106
0000731766-16-000081,MDA,731766,UNITEDHEALTH GROUP INC,10-Q,2016-08-02,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,4820
0000731766-16-000081,RISK_FACTORS,731766,UNITEDHEALTH GROUP INC,10-Q,2016-08-02,fix1_ladder_recovered,EXPECTED_ABSENT,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,106
0000731766-16-000088,MDA,731766,UNITEDHEALTH GROUP INC,10-Q,2016-11-08,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,4746
0000731766-16-000088,RISK_FACTORS,731766,UNITEDHEALTH GROUP INC,10-Q,2016-11-08,fix1_ladder_recovered,EXPECTED_ABSENT,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,106
0000731766-17-000016,MDA,731766,UNITEDHEALTH GROUP INC,10-Q,2017-05-08,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,4095
0000731766-17-000016,RISK_FACTORS,731766,UNITEDHEALTH GROUP INC,10-Q,2017-05-08,fix1_ladder_recovered,EXPECTED_ABSENT,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,106
0000731766-17-000028,MDA,731766,UNITEDHEALTH GROUP INC,10-Q,2017-08-04,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,4435
0000731766-17-000028,RISK_FACTORS,731766,UNITEDHEALTH GROUP INC,10-Q,2017-08-04,fix1_ladder_recovered,EXPECTED_ABSENT,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,106
0000731766-17-000045,MDA,731766,UNITEDHEALTH GROUP INC,10-Q,2017-11-07,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,4487
0000731766-17-000045,RISK_FACTORS,731766,UNITEDHEALTH GROUP INC,10-Q,2017-11-07,fix1_ladder_recovered,EXPECTED_ABSENT,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,low,none,anchor_resolving_entry,0,102
0000732717-15-000079,MDA,732717,AT&T INC.,10-Q,2015-08-07,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,716,10183
0000732717-15-000121,MDA,732717,AT&T INC.,10-Q,2015-11-06,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,819,12116
0000732717-16-000160,MDA,732717,AT&T INC.,10-Q,2016-05-05,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,655,10493
0000732717-16-000195,MDA,732717,AT&T INC.,10-Q,2016-08-04,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,589,12806
0000732717-16-000233,MDA,732717,AT&T INC.,10-Q,2016-11-03,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,469,14805
0000732717-17-000055,MDA,732717,AT&T INC.,10-Q,2017-05-04,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,341,11376
0000732717-17-000080,MDA,732717,AT&T INC.,10-Q,2017-08-03,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,222,13559
0000732717-17-000101,MDA,732717,AT&T INC.,10-Q,2017-11-03,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,222,14297
0000732717-18-000024,MDA,732717,AT&T INC.,10-Q,2018-05-03,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,326,12467
0000732717-18-000090,MDA,732717,AT&T INC.,10-Q,2018-11-02,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,233,15326
0000732717-19-000018,MDA,732717,AT&T INC.,10-Q,2019-05-06,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,431,9000
0000732717-19-000056,MDA,732717,AT&T INC.,10-Q,2019-11-05,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,235,12392
0000732717-20-000056,MDA,732717,AT&T INC.,10-Q,2020-11-05,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,228,12810
0000732717-21-000030,MDA,732717,AT&T INC.,10-Q,2021-05-06,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,625,6840
0000732717-21-000067,MDA,732717,AT&T INC.,10-Q,2021-08-05,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,77,9548
0000732717-21-000080,MDA,732717,AT&T INC.,10-Q,2021-11-04,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,123,9452
0000732717-22-000042,MDA,732717,AT&T INC.,10-Q,2022-05-03,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,751,7640
0000732717-22-000093,MDA,732717,AT&T INC.,10-Q,2022-08-04,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,581,8064
0000732717-22-000102,MDA,732717,AT&T INC.,10-Q,2022-11-03,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,290,8633
0000732717-23-000022,MDA,732717,AT&T INC.,10-Q,2023-05-01,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,179,5580
0000732717-23-000047,MDA,732717,AT&T INC.,10-Q,2023-07-27,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,43,6736
0000732717-23-000057,MDA,732717,AT&T INC.,10-Q,2023-10-31,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,223,7087
0000732717-24-000022,MDA,732717,AT&T INC.,10-Q,2024-05-02,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,398,5169
0000732717-24-000053,MDA,732717,AT&T INC.,10-Q,2024-07-25,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,387,6371
0000732717-24-000059,MDA,732717,AT&T INC.,10-Q,2024-10-29,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,245,6354
0000732717-25-000023,MDA,732717,AT&T INC.,10-Q,2025-04-29,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,367,4678
0000732717-25-000080,MDA,732717,AT&T INC.,10-Q,2025-07-24,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,483,5880
0000732717-25-000171,MDA,732717,AT&T INC.,10-Q,2025-10-31,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,483,6539
0000732717-26-000206,MDA,732717,AT&T INC.,10-Q,2026-04-27,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,285,4814
