ticker,acc,form,section,e1_method,f3_method,f3_reason,f3_status,same,e1_words,f3_words
GS,0001193125-24-178830,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,4195,4195
GS,0000886982-24-000022,10-Q,MDA,anchor,anchor,ok,OK,True,49713,49713
GS,0001193125-24-237206,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,4196,4196
GS,0000886982-24-000025,10-Q,MDA,anchor,anchor,ok,OK,True,50613,50613
GS,0001193125-25-006554,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,5482,5482
GS,0000886982-25-000005,10-K,MDA,anchor,anchor,ok,OK,True,44771,44771
GS,0000886982-25-000005,10-K,RISK_FACTORS,anchor,anchor,ok,OK,True,21694,21694
GS,0001193125-25-079625,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,3687,3687
GS,0000886982-25-000009,10-Q,MDA,anchor,anchor,ok,OK,True,45860,45860
GS,0001193125-25-159560,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,3792,3792
GS,0000886982-25-000022,10-Q,MDA,anchor,anchor,ok,OK,True,49497,49497
GS,0001193125-25-238058,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,3789,3789
GS,0000886982-25-001411,10-Q,MDA,anchor,anchor,ok,OK,True,51465,51465
GS,0000886982-26-000004,8-K,8K_BODY,whole_document,item202_slice,earnings_item202_block_thin,FLAGGED,False,2643,2225
GS,0000886982-26-000008,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,5080,5080
GS,0000886982-26-000091,10-K,MDA,anchor,anchor,ok,OK,True,47066,47066
GS,0000886982-26-000091,10-K,RISK_FACTORS,anchor,anchor,ok,OK,True,21331,21331
GS,0000886982-26-000096,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,3332,3332
GS,0000886982-26-000118,10-Q,MDA,anchor,anchor,ok,OK,True,45651,45651
GS,0000886982-26-000294,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,3956,3956
GS,0000886982-26-000297,10-Q,MDA,anchor,anchor,ok,OK,True,49165,49165
HD,0000354950-23-000180,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,1712,1712
HD,0000354950-23-000185,10-Q,MDA,anchor,anchor,ok,OK,True,4232,4232
HD,0000354950-23-000185,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,104,104
HD,0000354950-23-000228,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,1692,1692
HD,0000354950-23-000240,10-Q,MDA,anchor,anchor,ok,OK,True,4225,4225
HD,0000354950-23-000240,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,104,104
HD,0000354950-24-000031,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,1892,1892
HD,0000354950-24-000062,10-K,MDA,anchor,anchor,ok,OK,True,3736,3736
HD,0000354950-24-000062,10-K,RISK_FACTORS,anchor,anchor,ok,OK,True,9834,9834
HD,0000354950-24-000118,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,1658,1658
HD,0000354950-24-000152,10-Q,MDA,anchor,anchor,ok,OK,True,3446,3446
HD,0000354950-24-000152,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,107,107
HD,0000354950-24-000189,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,2765,2765
HD,0000354950-24-000201,10-Q,MDA,anchor,anchor,ok,OK,True,5324,5324
HD,0000354950-24-000201,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,107,107
HD,0000354950-24-000227,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,2691,2691
HD,0000354950-24-000240,10-Q,MDA,anchor,anchor,ok,OK,True,5263,5263
HD,0000354950-24-000240,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,101,101
HD,0000354950-25-000030,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,2980,2980
HD,0000354950-25-000085,10-K,MDA,anchor,anchor,ok,OK,True,4851,4851
HD,0000354950-25-000085,10-K,RISK_FACTORS,anchor,anchor,ok,OK,True,10438,10438
HD,0000354950-25-000133,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,2442,2442
HD,0000354950-25-000165,10-Q,MDA,anchor,anchor,ok,OK,True,3382,3382
HD,0000354950-25-000165,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,101,101
HD,0000354950-25-000195,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,2694,2694
HD,0000354950-25-000217,10-Q,MDA,anchor,anchor,ok,OK,True,4841,4841
HD,0000354950-25-000217,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,100,100
HD,0000354950-25-000238,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,2776,2776
HD,0001628280-25-053868,10-Q,MDA,anchor,anchor,ok,OK,True,5041,5041
HD,0001628280-25-053868,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,100,100
HD,0000354950-26-000026,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,3075,3075
HD,0001628280-26-019436,10-K,MDA,anchor,anchor,ok,OK,True,4858,4858
HD,0001628280-26-019436,10-K,RISK_FACTORS,anchor,anchor,ok,OK,True,10811,10811
HD,0000354950-26-000101,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,2494,2494
HD,0001628280-26-038247,10-Q,MDA,anchor,anchor,ok,OK,True,3138,3138
HD,0001628280-26-038247,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,100,100
JNJ,0000200406-23-000091,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,1801,1801
JNJ,0000200406-23-000094,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,2237,2237
JNJ,0000200406-23-000102,10-Q,MDA,anchor,anchor,ok,OK,True,7535,7535
JNJ,0000200406-24-000004,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,2209,2209
JNJ,0000200406-24-000013,10-K,MDA,anchor,anchor,ok,OK,True,9876,9876
JNJ,0000200406-24-000013,10-K,RISK_FACTORS,anchor,anchor,ok,OK,True,6116,6116
JNJ,0000200406-24-000031,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,2194,2194
JNJ,0000200406-24-000049,10-Q,MDA,anchor,anchor,ok,OK,True,5181,5181
JNJ,0000200406-24-000048,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,1660,1660
JNJ,0000200406-24-000071,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,2488,2488
JNJ,0000200406-24-000075,10-Q,MDA,anchor,anchor,ok,OK,True,7481,7481
JNJ,0000200406-24-000088,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,2601,2601
JNJ,0000200406-24-000096,10-Q,MDA,anchor,anchor,ok,OK,True,7702,7702
JNJ,0000200406-25-000003,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,2630,2630
JNJ,0000200406-25-000038,10-K,MDA,anchor,anchor,ok,OK,True,10261,10261
JNJ,0000200406-25-000038,10-K,RISK_FACTORS,anchor,anchor,ok,OK,True,5970,5970
JNJ,0000200406-25-000110,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,2389,2389
JNJ,0000200406-25-000119,10-Q,MDA,anchor,anchor,ok,OK,True,5383,5383
JNJ,0000200406-25-000170,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,2529,2529
JNJ,0000200406-25-000178,10-Q,MDA,anchor,anchor,ok,OK,True,7700,7700
JNJ,0000200406-25-000201,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,2422,2422
JNJ,0000200406-25-000209,10-Q,MDA,anchor,anchor,ok,OK,True,7775,7775
JNJ,0000200406-26-000002,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,2513,2513
JNJ,0000200406-26-000016,10-K,MDA,anchor,anchor,ok,OK,True,9951,9951
JNJ,0000200406-26-000016,10-K,RISK_FACTORS,anchor,anchor,ok,OK,True,6293,6293
JNJ,0000200406-26-000076,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,2329,2329
JNJ,0000200406-26-000087,10-Q,MDA,anchor,anchor,ok,OK,True,4926,4926
JNJ,0000200406-26-000146,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,2549,2549
JNJ,0000200406-26-000153,10-Q,MDA,anchor,anchor,ok,OK,True,6944,6944
JPM,0000019617-23-000508,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,4526,4526
JPM,0000019617-23-000524,10-Q,MDA,anchor,anchor,ok,OK,True,111856,111856
JPM,0000019617-23-000524,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,400,400
JPM,0000019617-24-000049,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,4692,4692
JPM,0000019617-24-000225,10-K,MDA,incorporated_by_reference_resolved,incorporated_by_reference_resolved,mda_stub_resolved,OK,True,64645,64645
JPM,0000019617-24-000225,10-K,RISK_FACTORS,anchor,anchor,ok,OK,True,19253,19253
JPM,0000019617-24-000315,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,4497,4497
JPM,0000019617-24-000326,10-Q,MDA,anchor,anchor,ok,OK,True,91173,91173
JPM,0000019617-24-000326,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,66,66
JPM,0000019617-24-000446,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,4692,4692
JPM,0000019617-24-000453,10-Q,MDA,anchor,anchor,ok,OK,True,102561,102561
JPM,0000019617-24-000453,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,66,66
JPM,0000019617-24-000555,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,3900,3900
JPM,0000019617-24-000611,10-Q,MDA,anchor,anchor,ok,OK,True,102116,102116
JPM,0000019617-24-000611,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,66,66
JPM,0000019617-25-000040,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,4083,4083
JPM,0000019617-25-000270,10-K,MDA,incorporated_by_reference_resolved,incorporated_by_reference_resolved,mda_stub_resolved,OK,True,60831,60831
JPM,0000019617-25-000270,10-K,RISK_FACTORS,anchor,anchor,ok,OK,True,19346,19346
JPM,0000019617-25-000332,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,3960,3960
JPM,0000019617-25-000421,10-Q,MDA,anchor,anchor,ok,OK,True,84723,84723
JPM,0000019617-25-000421,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,64,64
JPM,0000019617-25-000518,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,4183,4183
JPM,0000019617-25-000615,10-Q,MDA,anchor,anchor,ok,OK,True,96470,96470
JPM,0000019617-25-000615,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,64,64
JPM,0001628280-25-044845,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,3763,3763
JPM,0001628280-25-048859,10-Q,MDA,anchor,anchor,ok,OK,True,97781,97781
JPM,0001628280-25-048859,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,64,64
JPM,0001628280-26-001902,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,3944,3944
JPM,0001628280-26-008131,10-K,MDA,incorporated_by_reference_resolved,incorporated_by_reference_resolved,mda_stub_resolved,OK,True,59804,59804
JPM,0001628280-26-008131,10-K,RISK_FACTORS,anchor,anchor,ok,OK,True,15902,15902
JPM,0001628280-26-024990,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,3600,3600
JPM,0001628280-26-029344,10-Q,MDA,anchor,anchor,ok,OK,True,85436,85436
JPM,0001628280-26-029344,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,64,64
JPM,0001628280-26-048078,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,4035,4035
JPM,0001628280-26-054343,10-Q,MDA,anchor,anchor,ok,OK,True,97369,97369
JPM,0001628280-26-054343,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,64,64
KO,0000021344-23-000060,10-Q,MDA,anchor,anchor,ok,OK,True,11999,11999
KO,0000021344-23-000060,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,107,107
KO,0000021344-23-000057,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,12220,12220
KO,0000021344-24-000004,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,12882,12882
KO,0000021344-24-000009,10-K,MDA,anchor,anchor,ok,OK,True,16958,16958
KO,0000021344-24-000009,10-K,RISK_FACTORS,anchor,anchor,ok,OK,True,13080,13080
KO,0000021344-24-000013,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,9314,9314
KO,0000021344-24-000017,10-Q,MDA,anchor,anchor,ok,OK,True,9467,9467
KO,0000021344-24-000017,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,107,107
KO,0000021344-24-000037,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,12052,12052
KO,0000021344-24-000044,10-Q,MDA,anchor,anchor,ok,OK,True,12538,12538
KO,0000021344-24-000044,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,106,106
KO,0000021344-24-000056,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,12601,12601
KO,0000021344-24-000060,10-Q,MDA,anchor,anchor,ok,OK,True,12951,12951
KO,0000021344-24-000060,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,106,106
KO,0000021344-25-000005,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,13366,13366
KO,0000021344-25-000011,10-K,MDA,anchor,anchor,ok,OK,True,17403,17403
KO,0000021344-25-000011,10-K,RISK_FACTORS,anchor,anchor,ok,OK,True,13292,13292
KO,0000021344-25-000024,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,9099,9099
KO,0000021344-25-000029,10-Q,MDA,anchor,anchor,ok,OK,True,9215,9215
KO,0000021344-25-000029,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,106,106
KO,0000021344-25-000054,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,11850,11850
KO,0000021344-25-000061,10-Q,MDA,anchor,anchor,ok,OK,True,12072,12072
KO,0000021344-25-000061,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,106,106
KO,0001628280-25-045577,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,11986,11986
KO,0001628280-25-046054,10-Q,MDA,anchor,anchor,ok,OK,True,12799,12799
KO,0001628280-25-046054,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,106,106
KO,0001628280-26-006642,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,12974,12974
KO,0001628280-26-010047,10-K,MDA,anchor,anchor,ok,OK,True,16712,16712
KO,0001628280-26-010047,10-K,RISK_FACTORS,anchor,anchor,ok,OK,True,13502,13502
KO,0001628280-26-027723,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,8736,8736
KO,0001628280-26-028802,10-Q,MDA,anchor,anchor,ok,OK,True,9040,9040
KO,0001628280-26-028802,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,106,106
KO,0001628280-26-049922,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,11209,11209
KO,0001628280-26-050503,10-Q,MDA,anchor,anchor,ok,OK,True,12059,12059
KO,0001628280-26-050503,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,107,107
MA,0001141391-23-000157,10-Q,MDA,anchor,anchor,ok,OK,True,9274,9274
MA,0001141391-23-000157,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,33,33
MA,0001141391-23-000155,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,6472,6472
MA,0001141391-24-000011,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,6546,6546
MA,0001141391-24-000022,10-K,MDA,anchor,anchor,ok,OK,True,8533,8533
MA,0001141391-24-000022,10-K,RISK_FACTORS,anchor,anchor,ok,OK,True,12324,12324
MA,0001141391-24-000087,10-Q,MDA,anchor,anchor,ok,OK,True,5700,5700
MA,0001141391-24-000087,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,33,33
MA,0001141391-24-000085,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,4366,4366
MA,0001141391-24-000161,10-Q,MDA,anchor,anchor,ok,OK,True,7234,7234
MA,0001141391-24-000161,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,33,33
MA,0001141391-24-000159,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,6140,6140
MA,0001141391-24-000202,10-Q,MDA,anchor,anchor,ok,OK,True,7897,7897
MA,0001141391-24-000202,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,33,33
MA,0001141391-24-000200,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,6334,6334
MA,0001141391-25-000003,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,6344,6344
MA,0001141391-25-000011,10-K,MDA,anchor,anchor,ok,OK,True,8164,8164
MA,0001141391-25-000011,10-K,RISK_FACTORS,anchor,anchor,ok,OK,True,12101,12101
MA,0001141391-25-000090,10-Q,MDA,anchor,anchor,ok,OK,True,5752,5752
MA,0001141391-25-000090,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,24,24
MA,0001141391-25-000088,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,4481,4481
MA,0001141391-25-000172,10-Q,MDA,anchor,anchor,ok,OK,True,7379,7379
MA,0001141391-25-000172,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,24,24
MA,0001141391-25-000170,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,6195,6195
MA,0001141391-25-000193,10-Q,MDA,anchor,anchor,ok,OK,True,7697,7697
MA,0001141391-25-000193,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,24,24
MA,0001141391-25-000191,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,6455,6455
MA,0001141391-26-000003,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,6504,6504
MA,0001141391-26-000013,10-K,MDA,anchor,anchor,ok,OK,True,7752,7752
MA,0001141391-26-000013,10-K,RISK_FACTORS,anchor,anchor,ok,OK,True,12319,12319
MA,0001141391-26-000031,10-Q,MDA,anchor,anchor,ok,OK,True,5557,5557
MA,0001141391-26-000031,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,24,24
MA,0001141391-26-000029,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,4398,4398
MA,0001141391-26-000083,10-Q,MDA,anchor,anchor,ok,OK,True,7259,7259
MA,0001141391-26-000083,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,33,33
MA,0001141391-26-000081,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,6266,6266
MCD,0000063908-23-000098,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,1934,1934
MCD,0000063908-23-000101,10-Q,MDA,anchor,anchor,ok,OK,True,13073,13073
MCD,0000063908-23-000101,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,28,28
MCD,0000063908-24-000029,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,2578,2578
MCD,0000063908-24-000072,10-K,MDA,anchor,anchor,ok,OK,True,7170,7170
MCD,0000063908-24-000072,10-K,RISK_FACTORS,anchor,anchor,ok,OK,True,6353,6353
MCD,0000063908-24-000089,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,1672,1672
MCD,0000063908-24-000092,10-Q,MDA,anchor,anchor,ok,OK,True,12513,12513
MCD,0000063908-24-000092,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,28,28
MCD,0000063908-24-000119,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,2011,2011
MCD,0000063908-24-000123,10-Q,MDA,anchor,anchor,ok,OK,True,14225,14225
MCD,0000063908-24-000123,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,28,28
MCD,0000063908-24-000152,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,2041,2041
MCD,0000063908-24-000156,10-Q,MDA,anchor,anchor,ok,OK,True,14341,14341
MCD,0000063908-24-000156,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,28,28
MCD,0000063908-25-000006,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,2476,2476
MCD,0000063908-25-000012,10-K,MDA,anchor,anchor,ok,OK,True,7285,7285
MCD,0000063908-25-000012,10-K,RISK_FACTORS,anchor,anchor,ok,OK,True,6532,6532
MCD,0000063908-25-000021,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,1574,1574
MCD,0000063908-25-000025,10-Q,MDA,anchor,anchor,ok,OK,True,12600,12600
MCD,0000063908-25-000025,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,28,28
MCD,0000063908-25-000039,10-Q,MDA,anchor,anchor,ok,OK,True,14138,14138
MCD,0000063908-25-000039,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,28,28
MCD,0000063908-25-000036,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,1925,1925
MCD,0000063908-25-000059,10-Q,MDA,anchor,anchor,ok,OK,True,14197,14197
MCD,0000063908-25-000059,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,28,28
MCD,0000063908-25-000057,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,1947,1947
MCD,0000063908-26-000032,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,2439,2439
MCD,0000063908-26-000035,10-K,MDA,anchor,anchor,ok,OK,True,6464,6464
MCD,0000063908-26-000035,10-K,RISK_FACTORS,anchor,anchor,ok,OK,True,6770,6770
MCD,0000063908-26-000051,10-Q,MDA,anchor,anchor,ok,OK,True,12582,12582
MCD,0000063908-26-000051,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,28,28
MCD,0000063908-26-000048,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,1551,1551
MCD,0000063908-26-000067,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,1990,1990
MCD,0000063908-26-000073,10-Q,MDA,anchor,anchor,ok,OK,True,13076,13076
MCD,0000063908-26-000073,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,28,28
MRK,0001104659-23-111585,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,6081,6081
MRK,0001628280-23-036717,10-Q,MDA,anchor,anchor,ok,OK,True,11876,11876
MRK,0001104659-24-009109,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,7729,7729
MRK,0001628280-24-006850,10-K,MDA,anchor,anchor,ok,OK,True,19698,19698
MRK,0001628280-24-006850,10-K,RISK_FACTORS,anchor,anchor,ok,OK,True,10272,10272
MRK,0001104659-24-051517,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,5529,5529
MRK,0001628280-24-020283,10-Q,MDA,anchor,anchor,ok,OK,True,8701,8701
MRK,0001104659-24-083722,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,6181,6181
MRK,0001628280-24-034715,10-Q,MDA,anchor,anchor,ok,OK,True,11326,11326
MRK,0001104659-24-112841,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,6765,6765
MRK,0001628280-24-045689,10-Q,MDA,anchor,anchor,ok,OK,True,12138,12138
MRK,0001104659-25-008863,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,7896,7896
MRK,0001628280-25-007732,10-K,MDA,anchor,anchor,ok,OK,True,20285,20285
MRK,0001628280-25-007732,10-K,RISK_FACTORS,anchor,anchor,ok,OK,True,11013,11013
MRK,0001104659-25-038301,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,5505,5505
MRK,0001628280-25-021834,10-Q,MDA,anchor,anchor,ok,OK,True,9098,9098
MRK,0001104659-25-071380,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,6952,6952
MRK,0000310158-25-000014,10-Q,MDA,anchor,anchor,ok,OK,True,12019,12019
MRK,0001104659-25-103974,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,7218,7218
MRK,0000310158-25-000059,10-Q,MDA,anchor,anchor,ok,OK,True,13738,13738
MRK,0001104659-26-009495,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,7845,7845
MRK,0000310158-26-000063,10-K,MDA,anchor,anchor,ok,OK,True,21341,21341
MRK,0000310158-26-000063,10-K,RISK_FACTORS,anchor,anchor,ok,OK,True,11446,11446
MRK,0001104659-26-052081,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,6676,6676
MRK,0001628280-26-029802,10-Q,MDA,anchor,anchor,ok,OK,True,11162,11162
MRK,0001104659-26-090045,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,6656,6656
MRK,0000310158-26-000212,10-Q,MDA,anchor,anchor,ok,OK,True,13652,13652
MSFT,0000950170-23-054855,10-Q,MDA,anchor,anchor,ok,OK,True,6694,6694
MSFT,0000950170-23-054855,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,10180,10180
MSFT,0000950170-23-054848,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,2446,2446
MSFT,0000950170-24-008814,10-Q,MDA,anchor,anchor,ok,OK,True,8972,8972
MSFT,0000950170-24-008814,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,10505,10505
MSFT,0000950170-24-008809,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,2958,2958
MSFT,0000950170-24-048288,10-Q,MDA,anchor,anchor,ok,OK,True,8717,8717
MSFT,0000950170-24-048288,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,10723,10723
MSFT,0000950170-24-048268,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,2561,2561
MSFT,0000950170-24-087843,10-K,MDA,anchor,anchor,ok,OK,True,7740,7740
MSFT,0000950170-24-087843,10-K,RISK_FACTORS,anchor,anchor,ok,OK,True,10874,10874
MSFT,0000950170-24-087835,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,3123,3123
MSFT,0000950170-24-118967,10-Q,MDA,anchor,anchor,ok,OK,True,6829,6829
MSFT,0000950170-24-118967,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,10907,10907
MSFT,0000950170-24-118955,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,2493,2493
MSFT,0000950170-25-010491,10-Q,MDA,anchor,anchor,ok,OK,True,7924,7924
MSFT,0000950170-25-010491,10-Q,RISK_FACTORS,anchor,anchor,ok,OK,True,10927,10927
MSFT,0000950170-25-010484,8-K,EX99_PRESS_RELEASE,whole_document,whole_document,ok,OK,True,2617,2617
MSFT,0000950170-25-061046,10-Q,MDA,anchor,anchor,ok,OK,True,8046,8046
