chunk_id,section_type,primary_tier,field,judgment,field_note,example_note,source,method
CHK-3c73ed96af6165e6,MDA,D,sentiment,agree,,,model-auditor,
CHK-3c73ed96af6165e6,MDA,D,red_flags,agree,,,model-auditor,
CHK-3c73ed96af6165e6,MDA,D,distress_tier,agree,,,model-auditor,
CHK-3cceda41247c7e73,RISK_FACTORS,A,red_flags,disagree,,,model-adjudicator,
CHK-3cceda41247c7e73,RISK_FACTORS,A,distress_tier,agree,,,model-auditor,
CHK-3d2e5b82722115a5,RISK_FACTORS,D,red_flags,agree,,,model-auditor,
CHK-3d2e5b82722115a5,RISK_FACTORS,D,distress_tier,agree,,,model-auditor,
CHK-3e2616c8ebae2bb3,MDA,A,sentiment,agree,,,model-auditor,
CHK-3e2616c8ebae2bb3,MDA,A,red_flags,agree,,,model-auditor,
CHK-3e2616c8ebae2bb3,MDA,A,distress_tier,agree,,,model-auditor,
CHK-3f4d079bca2b6e87,MDA,B,sentiment,agree,,,model-auditor,
CHK-3f4d079bca2b6e87,MDA,B,red_flags,agree,,,model-auditor,
CHK-3f4d079bca2b6e87,MDA,B,distress_tier,agree,,,model-auditor,
CHK-3fdf43e89d614d84,EX99_PRESS_RELEASE,B,sentiment,agree,,,model-auditor,
CHK-3fdf43e89d614d84,EX99_PRESS_RELEASE,B,guidance_direction,agree,,,model-auditor,
CHK-3fdf43e89d614d84,EX99_PRESS_RELEASE,B,red_flags,agree,,,model-auditor,
CHK-3fdf43e89d614d84,EX99_PRESS_RELEASE,B,distress_tier,agree,,,model-auditor,
CHK-3ff379d9e2a7a646,RISK_FACTORS,A,red_flags,agree,,,model-auditor,
CHK-3ff379d9e2a7a646,RISK_FACTORS,A,distress_tier,agree,,,model-auditor,
CHK-4021cf34364c90ea,MDA,D,sentiment,agree,,,model-auditor,
CHK-4021cf34364c90ea,MDA,D,red_flags,agree,,,model-auditor,
CHK-4021cf34364c90ea,MDA,D,distress_tier,agree,,,model-auditor,
CHK-4071496a1e144dd2,EX99_PRESS_RELEASE,A,sentiment,agree,,,model-auditor,
CHK-4071496a1e144dd2,EX99_PRESS_RELEASE,A,guidance_direction,agree,,,model-auditor,
CHK-4071496a1e144dd2,EX99_PRESS_RELEASE,A,red_flags,agree,,,model-auditor,
CHK-4071496a1e144dd2,EX99_PRESS_RELEASE,A,distress_tier,agree,,,model-auditor,
CHK-4109592975a06e4e,RISK_FACTORS,D,red_flags,agree,,,model-auditor,
CHK-4109592975a06e4e,RISK_FACTORS,D,distress_tier,agree,,,model-auditor,
CHK-439d0a52f40682b3,EX99_PRESS_RELEASE,C,sentiment,agree,,,model-auditor,
CHK-439d0a52f40682b3,EX99_PRESS_RELEASE,C,guidance_direction,agree,,,model-auditor,
CHK-439d0a52f40682b3,EX99_PRESS_RELEASE,C,red_flags,disagree,owner-ratified adjudicator ruling (conf=medium): correct=LEGAL_REGULATORY_ACTION-HYPOTHETICAL,,owner,bulk-ratified
CHK-439d0a52f40682b3,EX99_PRESS_RELEASE,C,distress_tier,agree,,,model-auditor,
CHK-43c89a19acfb050e,RISK_FACTORS,A,red_flags,agree,,,model-auditor,
CHK-43c89a19acfb050e,RISK_FACTORS,A,distress_tier,agree,,,model-auditor,
CHK-45ffba5774812498,RISK_FACTORS,A,red_flags,agree,,,model-auditor,
CHK-45ffba5774812498,RISK_FACTORS,A,distress_tier,agree,,,model-auditor,
CHK-46264353c74f8445,RISK_FACTORS,B,red_flags,disagree,owner-ratified adjudicator ruling (conf=medium): correct=MARGIN_COST_PRESSURE-REALIZED; LEGAL_REGULATORY_ACTION-REALIZED,,owner,bulk-ratified
CHK-46264353c74f8445,RISK_FACTORS,B,distress_tier,agree,,,model-auditor,
CHK-473d53d20b4ee672,RISK_FACTORS,B,red_flags,disagree,,,model-adjudicator,
CHK-473d53d20b4ee672,RISK_FACTORS,B,distress_tier,agree,,,model-auditor,
CHK-47796e21159f9b39,MDA,A,sentiment,agree,,,model-auditor,
CHK-47796e21159f9b39,MDA,A,red_flags,agree,,,model-auditor,
CHK-47796e21159f9b39,MDA,A,distress_tier,disagree,,,model-adjudicator,
CHK-488ef0aea1fef3ec,MDA,C,sentiment,disagree,,,model-adjudicator,
CHK-488ef0aea1fef3ec,MDA,C,red_flags,disagree,,,model-adjudicator,
CHK-488ef0aea1fef3ec,MDA,C,distress_tier,agree,,,model-auditor,
CHK-48ec091598b2925f,EX99_PRESS_RELEASE,A,sentiment,agree,,,model-auditor,
CHK-48ec091598b2925f,EX99_PRESS_RELEASE,A,guidance_direction,agree,,,model-auditor,
CHK-48ec091598b2925f,EX99_PRESS_RELEASE,A,red_flags,disagree,,,model-adjudicator,
CHK-48ec091598b2925f,EX99_PRESS_RELEASE,A,distress_tier,agree,,,model-auditor,
CHK-495d24ca5c3468b4,RISK_FACTORS,C,red_flags,agree,,,model-auditor,
CHK-495d24ca5c3468b4,RISK_FACTORS,C,distress_tier,agree,,,model-auditor,
CHK-4bd56ba72e7ad374,MDA,B,sentiment,agree,,,model-auditor,
CHK-4bd56ba72e7ad374,MDA,B,red_flags,disagree,owner-ratified adjudicator ruling (conf=medium): correct=DEMAND_WEAKNESS-REALIZED; SUPPLY_INPUT_CONSTRAINT-REALIZED; MARGIN_COST_PRESSURE-HYPOTHETICAL,,owner,bulk-ratified
CHK-4bd56ba72e7ad374,MDA,B,distress_tier,agree,,,model-auditor,
CHK-4c3bc718fcfa6db8,MDA,A,sentiment,agree,,,model-auditor,
CHK-4c3bc718fcfa6db8,MDA,A,red_flags,agree,,,model-auditor,
CHK-4c3bc718fcfa6db8,MDA,A,distress_tier,agree,,,model-auditor,
CHK-4c4be355fa558aab,MDA,D,sentiment,agree,,,model-auditor,
CHK-4c4be355fa558aab,MDA,D,red_flags,agree,,,model-auditor,
CHK-4c4be355fa558aab,MDA,D,distress_tier,agree,,,model-auditor,
CHK-4c89133feeb64a8d,MDA,A,sentiment,agree,,,model-auditor,
CHK-4c89133feeb64a8d,MDA,A,red_flags,agree,,,model-auditor,
CHK-4c89133feeb64a8d,MDA,A,distress_tier,agree,,,model-auditor,
CHK-4d803d67a1a92945,RISK_FACTORS,A,red_flags,agree,,,model-auditor,
CHK-4d803d67a1a92945,RISK_FACTORS,A,distress_tier,agree,,,model-auditor,
CHK-4dad5afec57f4603,RISK_FACTORS,A,red_flags,agree,,,model-auditor,
CHK-4dad5afec57f4603,RISK_FACTORS,A,distress_tier,agree,,,model-auditor,
CHK-4e7221d2ac62dce4,MDA,A,sentiment,agree,,,model-auditor,
CHK-4e7221d2ac62dce4,MDA,A,red_flags,agree,,,model-auditor,
CHK-4e7221d2ac62dce4,MDA,A,distress_tier,disagree,,,model-adjudicator,
CHK-4f33afea51c76a4b,MDA,C,sentiment,agree,,,model-auditor,
CHK-4f33afea51c76a4b,MDA,C,red_flags,agree,,,model-auditor,
CHK-4f33afea51c76a4b,MDA,C,distress_tier,agree,,,model-auditor,
CHK-4f661965fb1e06c9,MDA,A,sentiment,agree,,,model-auditor,
CHK-4f661965fb1e06c9,MDA,A,red_flags,disagree,owner-ratified adjudicator ruling (conf=medium): correct=MARGIN_COST_PRESSURE-HYPOTHETICAL; TRADE_POLICY_EXPOSURE-HYPOTHETICAL; SUPPLY_INPUT_CONSTRAINT-HYPOTHETICAL; LEGAL_REGULATORY_ACTION-HYPOTHETICAL; IMPAIRMENT_WRITEDOWN-HYPOTHETICAL,,owner,bulk-ratified
CHK-4f661965fb1e06c9,MDA,A,distress_tier,agree,,,model-auditor,
CHK-4ff1ba432892f433,RISK_FACTORS,B,red_flags,disagree,,,model-adjudicator,
CHK-4ff1ba432892f433,RISK_FACTORS,B,distress_tier,agree,,,model-auditor,
CHK-500624f2b619a432,EX99_PRESS_RELEASE,B,sentiment,agree,,,model-auditor,
CHK-500624f2b619a432,EX99_PRESS_RELEASE,B,guidance_direction,agree,,,model-auditor,
CHK-500624f2b619a432,EX99_PRESS_RELEASE,B,red_flags,agree,,,model-auditor,
CHK-500624f2b619a432,EX99_PRESS_RELEASE,B,distress_tier,agree,,,model-auditor,
CHK-508cf9c48703c70b,EX99_PRESS_RELEASE,A,sentiment,agree,,,model-auditor,
CHK-508cf9c48703c70b,EX99_PRESS_RELEASE,A,guidance_direction,agree,,,model-auditor,
CHK-508cf9c48703c70b,EX99_PRESS_RELEASE,A,red_flags,disagree,owner-ratified adjudicator ruling (conf=medium): correct=LEGAL_REGULATORY_ACTION-REALIZED; TRADE_POLICY_EXPOSURE-HYPOTHETICAL; SUPPLY_INPUT_CONSTRAINT-HYPOTHETICAL; MARGIN_COST_PRESSURE-HYPOTHETICAL; IMPAIRMENT_WRITEDOWN-HYPOTHETICAL,,owner,bulk-ratified
CHK-508cf9c48703c70b,EX99_PRESS_RELEASE,A,distress_tier,agree,,,model-auditor,
CHK-52a7dfbb6f907f79,MDA,B,sentiment,agree,,,model-auditor,
CHK-52a7dfbb6f907f79,MDA,B,red_flags,agree,,,model-auditor,
CHK-52a7dfbb6f907f79,MDA,B,distress_tier,agree,,,model-auditor,
CHK-548ef6cb17cba38a,MDA,B,sentiment,agree,,,model-auditor,
CHK-548ef6cb17cba38a,MDA,B,red_flags,agree,,,model-auditor,
CHK-548ef6cb17cba38a,MDA,B,distress_tier,agree,,,model-auditor,
CHK-54c92cb156abf72e,EX99_PRESS_RELEASE,B,sentiment,agree,,,model-auditor,
CHK-54c92cb156abf72e,EX99_PRESS_RELEASE,B,guidance_direction,agree,,,model-auditor,
CHK-54c92cb156abf72e,EX99_PRESS_RELEASE,B,red_flags,agree,,,model-auditor,
CHK-54c92cb156abf72e,EX99_PRESS_RELEASE,B,distress_tier,agree,,,model-auditor,
CHK-56b7947ccd9dc822,EX99_PRESS_RELEASE,B,sentiment,agree,,,model-auditor,
CHK-56b7947ccd9dc822,EX99_PRESS_RELEASE,B,guidance_direction,agree,,,model-auditor,
CHK-56b7947ccd9dc822,EX99_PRESS_RELEASE,B,red_flags,agree,,,model-auditor,
CHK-56b7947ccd9dc822,EX99_PRESS_RELEASE,B,distress_tier,agree,,,model-auditor,
CHK-56d4c158b30b00f2,RISK_FACTORS,A,red_flags,agree,,,model-auditor,
CHK-56d4c158b30b00f2,RISK_FACTORS,A,distress_tier,agree,,,model-auditor,
CHK-57dfdb966a01e9db,MDA,A,sentiment,agree,,,model-auditor,
CHK-57dfdb966a01e9db,MDA,A,red_flags,agree,,,model-auditor,
CHK-57dfdb966a01e9db,MDA,A,distress_tier,disagree,owner-ratified adjudicator ruling (conf=medium): correct=(no flags),,owner,bulk-ratified
CHK-5886543cb23ac6ef,MDA,D,sentiment,agree,,,model-auditor,
CHK-5886543cb23ac6ef,MDA,D,red_flags,agree,,,model-auditor,
CHK-5886543cb23ac6ef,MDA,D,distress_tier,agree,,,model-auditor,
CHK-588b3890c88371a5,RISK_FACTORS,A,red_flags,agree,,,model-auditor,
CHK-588b3890c88371a5,RISK_FACTORS,A,distress_tier,agree,,,model-auditor,
CHK-592a524fbc7249dd,RISK_FACTORS,A,red_flags,disagree,owner-ratified adjudicator ruling (conf=high): correct=(no flags),,owner,bulk-ratified
CHK-592a524fbc7249dd,RISK_FACTORS,A,distress_tier,agree,,,model-auditor,
CHK-5a1019a3cdc93587,RISK_FACTORS,D,red_flags,disagree,,,model-adjudicator,
CHK-5a1019a3cdc93587,RISK_FACTORS,D,distress_tier,agree,,,model-auditor,
CHK-5a303aa31119b72b,MDA,A,sentiment,agree,,,model-auditor,
CHK-5a303aa31119b72b,MDA,A,red_flags,disagree,owner-ratified adjudicator ruling (conf=high): correct=LEGAL_REGULATORY_ACTION-REALIZED,,owner,bulk-ratified
CHK-5a303aa31119b72b,MDA,A,distress_tier,agree,,,model-auditor,
CHK-5b27b3fb37e80adb,RISK_FACTORS,D,red_flags,agree,,,model-auditor,
CHK-5b27b3fb37e80adb,RISK_FACTORS,D,distress_tier,agree,,,model-auditor,
CHK-5d312cc4245254cb,8K_BODY,A,sentiment,agree,,,model-auditor,
CHK-5d312cc4245254cb,8K_BODY,A,guidance_direction,agree,,,model-auditor,
CHK-5d312cc4245254cb,8K_BODY,A,red_flags,disagree,,,model-adjudicator,
CHK-5d312cc4245254cb,8K_BODY,A,distress_tier,agree,,,model-auditor,
CHK-5ec383cc266aa5a3,EX99_PRESS_RELEASE,B,sentiment,disagree,,,model-adjudicator,
CHK-5ec383cc266aa5a3,EX99_PRESS_RELEASE,B,guidance_direction,agree,,,model-auditor,
CHK-5ec383cc266aa5a3,EX99_PRESS_RELEASE,B,red_flags,agree,,,model-auditor,
CHK-5ec383cc266aa5a3,EX99_PRESS_RELEASE,B,distress_tier,agree,,,model-auditor,
CHK-5f365e62c4a7950c,EX99_PRESS_RELEASE,A,sentiment,agree,,,model-auditor,
CHK-5f365e62c4a7950c,EX99_PRESS_RELEASE,A,guidance_direction,agree,,,model-auditor,
CHK-5f365e62c4a7950c,EX99_PRESS_RELEASE,A,red_flags,agree,,,model-auditor,
CHK-5f365e62c4a7950c,EX99_PRESS_RELEASE,A,distress_tier,agree,,,model-auditor,
CHK-5f64ddabd40cf75f,MDA,A,sentiment,agree,,,model-auditor,
CHK-5f64ddabd40cf75f,MDA,A,red_flags,disagree,owner-ratified adjudicator ruling (conf=medium): correct=(no flags),,owner,bulk-ratified
CHK-5f64ddabd40cf75f,MDA,A,distress_tier,agree,,,model-auditor,
CHK-5f7e5bdcee022972,RISK_FACTORS,A,red_flags,agree,,,model-auditor,
CHK-5f7e5bdcee022972,RISK_FACTORS,A,distress_tier,agree,,,model-auditor,
CHK-5fbf95ab7cef5637,RISK_FACTORS,A,red_flags,disagree,owner-ratified adjudicator ruling (conf=medium): correct=MARGIN_COST_PRESSURE-HYPOTHETICAL; LEGAL_REGULATORY_ACTION-HYPOTHETICAL,,owner,bulk-ratified
CHK-5fbf95ab7cef5637,RISK_FACTORS,A,distress_tier,agree,,,model-auditor,
CHK-5ffe78c4df6011a6,RISK_FACTORS,A,red_flags,agree,,,model-auditor,
CHK-5ffe78c4df6011a6,RISK_FACTORS,A,distress_tier,agree,,,model-auditor,
CHK-6063a3925ac456b8,MDA,A,sentiment,agree,,,model-auditor,
CHK-6063a3925ac456b8,MDA,A,red_flags,disagree,owner-ratified adjudicator ruling (conf=medium): correct=(no flags),,owner,bulk-ratified
CHK-6063a3925ac456b8,MDA,A,distress_tier,agree,,,model-auditor,
CHK-60f3849e6b3f81f2,EX99_PRESS_RELEASE,B,sentiment,agree,,,model-auditor,
CHK-60f3849e6b3f81f2,EX99_PRESS_RELEASE,B,guidance_direction,agree,,,model-auditor,
CHK-60f3849e6b3f81f2,EX99_PRESS_RELEASE,B,red_flags,agree,,,model-auditor,
CHK-60f3849e6b3f81f2,EX99_PRESS_RELEASE,B,distress_tier,agree,,,model-auditor,
CHK-614b5db3c8bfdf5c,EX99_PRESS_RELEASE,A,sentiment,agree,,,model-auditor,
CHK-614b5db3c8bfdf5c,EX99_PRESS_RELEASE,A,guidance_direction,agree,,,model-auditor,
CHK-614b5db3c8bfdf5c,EX99_PRESS_RELEASE,A,red_flags,disagree,owner-ratified adjudicator ruling (conf=medium): correct=SUPPLY_INPUT_CONSTRAINT-HYPOTHETICAL; TRADE_POLICY_EXPOSURE-HYPOTHETICAL; LEGAL_REGULATORY_ACTION-HYPOTHETICAL; MARGIN_COST_PRESSURE-HYPOTHETICAL; IMPAIRMENT_WRITEDOWN-HYPOTHETICAL; DEMAND_WEAKNESS-HYPOTHETICAL,,owner,bulk-ratified
CHK-614b5db3c8bfdf5c,EX99_PRESS_RELEASE,A,distress_tier,agree,,,model-auditor,
CHK-61a3aedc5e017159,RISK_FACTORS,A,red_flags,disagree,owner-ratified adjudicator ruling (conf=medium): correct=LEGAL_REGULATORY_ACTION-HYPOTHETICAL; MARGIN_COST_PRESSURE-HYPOTHETICAL,,owner,bulk-ratified
CHK-61a3aedc5e017159,RISK_FACTORS,A,distress_tier,agree,,,model-auditor,
CHK-6296a8fd3e0d66b0,MDA,A,sentiment,agree,,,model-auditor,
CHK-6296a8fd3e0d66b0,MDA,A,red_flags,agree,,,model-auditor,
CHK-6296a8fd3e0d66b0,MDA,A,distress_tier,agree,,,model-auditor,
CHK-62a07ef9095371ba,RISK_FACTORS,A,red_flags,agree,,,model-auditor,
CHK-62a07ef9095371ba,RISK_FACTORS,A,distress_tier,agree,,,model-auditor,
CHK-62c743d528c2075f,EX99_PRESS_RELEASE,B,sentiment,agree,,,model-auditor,
CHK-62c743d528c2075f,EX99_PRESS_RELEASE,B,guidance_direction,agree,,,model-auditor,
CHK-62c743d528c2075f,EX99_PRESS_RELEASE,B,red_flags,agree,,,model-auditor,
CHK-62c743d528c2075f,EX99_PRESS_RELEASE,B,distress_tier,agree,,,model-auditor,
CHK-633adcb87ea3de35,EX99_PRESS_RELEASE,A,sentiment,agree,,,model-auditor,
CHK-633adcb87ea3de35,EX99_PRESS_RELEASE,A,guidance_direction,agree,,,model-auditor,
CHK-633adcb87ea3de35,EX99_PRESS_RELEASE,A,red_flags,disagree,owner-ratified adjudicator ruling (conf=medium): correct=TRADE_POLICY_EXPOSURE-HYPOTHETICAL; SUPPLY_INPUT_CONSTRAINT-HYPOTHETICAL; MARGIN_COST_PRESSURE-HYPOTHETICAL; LEGAL_REGULATORY_ACTION-HYPOTHETICAL; IMPAIRMENT_WRITEDOWN-HYPOTHETICAL; DEMAND_WEAKNESS-HYPOTHETICAL,,owner,bulk-ratified
CHK-633adcb87ea3de35,EX99_PRESS_RELEASE,A,distress_tier,agree,,,model-auditor,
CHK-63a7cf3758c4a439,MDA,A,sentiment,agree,,,model-auditor,
CHK-63a7cf3758c4a439,MDA,A,red_flags,agree,,,model-auditor,
CHK-63a7cf3758c4a439,MDA,A,distress_tier,agree,,,model-auditor,
CHK-63c795c981b93651,EX99_PRESS_RELEASE,B,sentiment,agree,,,model-auditor,
CHK-63c795c981b93651,EX99_PRESS_RELEASE,B,guidance_direction,agree,,,model-auditor,
CHK-63c795c981b93651,EX99_PRESS_RELEASE,B,red_flags,disagree,,,model-adjudicator,
CHK-63c795c981b93651,EX99_PRESS_RELEASE,B,distress_tier,agree,,,model-auditor,
CHK-63dab9777d4ececc,MDA,C,sentiment,agree,,,model-auditor,
CHK-63dab9777d4ececc,MDA,C,red_flags,agree,,,model-auditor,
CHK-63dab9777d4ececc,MDA,C,distress_tier,agree,,,model-auditor,
CHK-63e60e27dfa3e15d,EX99_PRESS_RELEASE,B,sentiment,agree,,,model-auditor,
CHK-63e60e27dfa3e15d,EX99_PRESS_RELEASE,B,guidance_direction,agree,,,model-auditor,
CHK-63e60e27dfa3e15d,EX99_PRESS_RELEASE,B,red_flags,disagree,,,model-adjudicator,
CHK-63e60e27dfa3e15d,EX99_PRESS_RELEASE,B,distress_tier,agree,,,model-auditor,
CHK-64850eff9d35a067,MDA,D,sentiment,agree,,,model-auditor,
CHK-64850eff9d35a067,MDA,D,red_flags,agree,,,model-auditor,
CHK-64850eff9d35a067,MDA,D,distress_tier,agree,,,model-auditor,
CHK-660f3a57e8890cdc,EX99_PRESS_RELEASE,B,sentiment,agree,,,model-auditor,
CHK-660f3a57e8890cdc,EX99_PRESS_RELEASE,B,guidance_direction,agree,,,model-auditor,
CHK-660f3a57e8890cdc,EX99_PRESS_RELEASE,B,red_flags,agree,,,model-auditor,
CHK-660f3a57e8890cdc,EX99_PRESS_RELEASE,B,distress_tier,agree,,,model-auditor,
CHK-664b3f24e131228a,MDA,B,sentiment,agree,,,model-auditor,
CHK-664b3f24e131228a,MDA,B,red_flags,agree,,,model-auditor,
CHK-664b3f24e131228a,MDA,B,distress_tier,agree,,,model-auditor,
CHK-66a6349cf2ada191,RISK_FACTORS,D,red_flags,disagree,owner-ratified adjudicator ruling (conf=medium): correct=LEGAL_REGULATORY_ACTION-HYPOTHETICAL; LEGAL_REGULATORY_ACTION-REALIZED; MARGIN_COST_PRESSURE-HYPOTHETICAL; DEMAND_WEAKNESS-HYPOTHETICAL,,owner,bulk-ratified
CHK-66a6349cf2ada191,RISK_FACTORS,D,distress_tier,agree,,,model-auditor,
CHK-66b7f6d1cecb13e2,RISK_FACTORS,B,red_flags,agree,,,model-auditor,
CHK-66b7f6d1cecb13e2,RISK_FACTORS,B,distress_tier,agree,,,model-auditor,
CHK-673bcdde24691f7f,RISK_FACTORS,A,red_flags,disagree,owner explicit: use auditor set (adds MARGIN_COST_PRESSURE-HYP),,owner,explicit
CHK-673bcdde24691f7f,RISK_FACTORS,A,distress_tier,agree,,,model-auditor,
CHK-67c694902980a4ad,MDA,A,sentiment,agree,,,model-auditor,
CHK-67c694902980a4ad,MDA,A,red_flags,agree,,,model-auditor,
CHK-67c694902980a4ad,MDA,A,distress_tier,agree,,,model-auditor,
CHK-680ac502fa82dcf7,RISK_FACTORS,A,red_flags,agree,,,model-auditor,
CHK-680ac502fa82dcf7,RISK_FACTORS,A,distress_tier,agree,,,model-auditor,
CHK-681ffbbdbad76f94,EX99_PRESS_RELEASE,B,sentiment,agree,,,model-auditor,
CHK-681ffbbdbad76f94,EX99_PRESS_RELEASE,B,guidance_direction,agree,,,model-auditor,
CHK-681ffbbdbad76f94,EX99_PRESS_RELEASE,B,red_flags,agree,,,model-auditor,
CHK-681ffbbdbad76f94,EX99_PRESS_RELEASE,B,distress_tier,agree,,,model-auditor,
CHK-685449dac29e4a72,MDA,C,sentiment,agree,,,model-auditor,
CHK-685449dac29e4a72,MDA,C,red_flags,agree,,,model-auditor,
CHK-685449dac29e4a72,MDA,C,distress_tier,agree,,,model-auditor,
CHK-69ed2c9e4573621c,RISK_FACTORS,C,red_flags,disagree,,,model-adjudicator,
CHK-69ed2c9e4573621c,RISK_FACTORS,C,distress_tier,agree,,,model-auditor,
CHK-6b01edf54938b070,EX99_PRESS_RELEASE,B,sentiment,agree,,,model-auditor,
CHK-6b01edf54938b070,EX99_PRESS_RELEASE,B,guidance_direction,agree,,,model-auditor,
CHK-6b01edf54938b070,EX99_PRESS_RELEASE,B,red_flags,disagree,,,model-adjudicator,
CHK-6b01edf54938b070,EX99_PRESS_RELEASE,B,distress_tier,agree,,,model-auditor,
CHK-6b65cd171cc4e7fb,EX99_PRESS_RELEASE,A,sentiment,agree,,,model-auditor,
CHK-6b65cd171cc4e7fb,EX99_PRESS_RELEASE,A,guidance_direction,agree,,,model-auditor,
CHK-6b65cd171cc4e7fb,EX99_PRESS_RELEASE,A,red_flags,disagree,,,model-adjudicator,
CHK-6b65cd171cc4e7fb,EX99_PRESS_RELEASE,A,distress_tier,agree,,,model-auditor,
CHK-6b834f5689fe50cb,MDA,A,sentiment,agree,,,model-auditor,
CHK-6b834f5689fe50cb,MDA,A,red_flags,agree,,,model-auditor,
CHK-6b834f5689fe50cb,MDA,A,distress_tier,agree,,,model-auditor,
CHK-6bba885b1dcf8678,RISK_FACTORS,D,red_flags,disagree,owner-ratified adjudicator ruling (conf=medium): correct=LEGAL_REGULATORY_ACTION-REALIZED,,owner,bulk-ratified
CHK-6bba885b1dcf8678,RISK_FACTORS,D,distress_tier,agree,,,model-auditor,
CHK-6c4fc11022d87c7c,EX99_PRESS_RELEASE,D,sentiment,agree,,,model-auditor,
CHK-6c4fc11022d87c7c,EX99_PRESS_RELEASE,D,guidance_direction,agree,,,model-auditor,
CHK-6c4fc11022d87c7c,EX99_PRESS_RELEASE,D,red_flags,disagree,,,model-adjudicator,
CHK-6c4fc11022d87c7c,EX99_PRESS_RELEASE,D,distress_tier,agree,,,model-auditor,
CHK-6c60ac55215be937,EX99_PRESS_RELEASE,B,sentiment,agree,,,model-auditor,
CHK-6c60ac55215be937,EX99_PRESS_RELEASE,B,guidance_direction,disagree,owner-ratified adjudicator ruling (conf=medium): correct=NONE,,owner,bulk-ratified
CHK-6c60ac55215be937,EX99_PRESS_RELEASE,B,red_flags,disagree,owner-ratified adjudicator ruling (conf=medium): correct=LEGAL_REGULATORY_ACTION-REALIZED,,owner,bulk-ratified
CHK-6c60ac55215be937,EX99_PRESS_RELEASE,B,distress_tier,agree,,,model-auditor,
CHK-6cfb7bb16c8ef2fc,MDA,B,sentiment,agree,,,model-auditor,
CHK-6cfb7bb16c8ef2fc,MDA,B,red_flags,disagree,,,model-adjudicator,
CHK-6cfb7bb16c8ef2fc,MDA,B,distress_tier,agree,,,model-auditor,
CHK-6ee72154bd45ec80,MDA,C,sentiment,agree,,,model-auditor,
CHK-6ee72154bd45ec80,MDA,C,red_flags,agree,,,model-auditor,
CHK-6ee72154bd45ec80,MDA,C,distress_tier,agree,owner-ratified adjudicator ruling (conf=high): stored label stands,,owner,bulk-ratified
CHK-6fb2d683aa33ce99,RISK_FACTORS,D,red_flags,disagree,,,model-adjudicator,
CHK-6fb2d683aa33ce99,RISK_FACTORS,D,distress_tier,agree,,,model-auditor,
CHK-6fd41b8a9a0a068c,MDA,A,sentiment,disagree,owner-ratified adjudicator ruling (conf=high): correct=NEUTRAL,,owner,bulk-ratified
CHK-6fd41b8a9a0a068c,MDA,A,red_flags,disagree,owner-ratified adjudicator ruling (conf=high): correct=LEGAL_REGULATORY_ACTION-REALIZED; TRADE_POLICY_EXPOSURE-HYPOTHETICAL; SUPPLY_INPUT_CONSTRAINT-HYPOTHETICAL; MARGIN_COST_PRESSURE-HYPOTHETICAL,,owner,bulk-ratified
CHK-6fd41b8a9a0a068c,MDA,A,distress_tier,agree,,,model-auditor,
CHK-6fd9f0a068643231,EX99_PRESS_RELEASE,B,sentiment,agree,,,model-auditor,
CHK-6fd9f0a068643231,EX99_PRESS_RELEASE,B,guidance_direction,agree,,,model-auditor,
CHK-6fd9f0a068643231,EX99_PRESS_RELEASE,B,red_flags,agree,,,model-auditor,
CHK-6fd9f0a068643231,EX99_PRESS_RELEASE,B,distress_tier,agree,,,model-auditor,
CHK-70363897314aec8c,EX99_PRESS_RELEASE,D,sentiment,agree,,,model-auditor,
CHK-70363897314aec8c,EX99_PRESS_RELEASE,D,guidance_direction,agree,,,model-auditor,
CHK-70363897314aec8c,EX99_PRESS_RELEASE,D,red_flags,agree,,,model-auditor,
CHK-70363897314aec8c,EX99_PRESS_RELEASE,D,distress_tier,agree,,,model-auditor,
CHK-70bfa6512e47b40f,MDA,B,sentiment,agree,,,model-auditor,
CHK-70bfa6512e47b40f,MDA,B,red_flags,agree,,,model-auditor,
CHK-70bfa6512e47b40f,MDA,B,distress_tier,agree,,,model-auditor,
CHK-70dca87fa269e140,RISK_FACTORS,A,red_flags,disagree,owner-ratified adjudicator ruling (conf=high): correct=MARGIN_COST_PRESSURE-REALIZED,,owner,bulk-ratified
CHK-70dca87fa269e140,RISK_FACTORS,A,distress_tier,disagree,owner-ratified adjudicator ruling (conf=medium): correct=(no flags),,owner,bulk-ratified
CHK-712e160926dd0f0f,EX99_PRESS_RELEASE,A,sentiment,agree,,,model-auditor,
CHK-712e160926dd0f0f,EX99_PRESS_RELEASE,A,guidance_direction,agree,,,model-auditor,
CHK-712e160926dd0f0f,EX99_PRESS_RELEASE,A,red_flags,disagree,owner-ratified adjudicator ruling (conf=medium): correct=TRADE_POLICY_EXPOSURE-HYPOTHETICAL; SUPPLY_INPUT_CONSTRAINT-HYPOTHETICAL; MARGIN_COST_PRESSURE-HYPOTHETICAL; LEGAL_REGULATORY_ACTION-REALIZED; IMPAIRMENT_WRITEDOWN-HYPOTHETICAL; DEMAND_WEAKNESS-HYPOTHETICAL,,owner,bulk-ratified
CHK-712e160926dd0f0f,EX99_PRESS_RELEASE,A,distress_tier,agree,,,model-auditor,
CHK-71ae72a62a6050c2,RISK_FACTORS,A,red_flags,disagree,,,model-adjudicator,
CHK-71ae72a62a6050c2,RISK_FACTORS,A,distress_tier,agree,,,model-auditor,
