chunk_id,section_type,primary_tier,field,judgment,field_note,example_note
CHK-e25f70aef007092f,EX99_PRESS_RELEASE,A,guidance_direction,,,
CHK-e25f70aef007092f,EX99_PRESS_RELEASE,A,red_flags,,,
CHK-e25f70aef007092f,EX99_PRESS_RELEASE,A,distress_tier,,,
CHK-e48ff27b818f8f9d,MDA,A,sentiment,,,
CHK-e48ff27b818f8f9d,MDA,A,red_flags,,,
CHK-e48ff27b818f8f9d,MDA,A,distress_tier,,,
CHK-e6250cd26ed8326f,MDA,A,sentiment,,,
CHK-e6250cd26ed8326f,MDA,A,red_flags,,,
CHK-e6250cd26ed8326f,MDA,A,distress_tier,,,
CHK-e67ce6bc9d4d69d9,EX99_PRESS_RELEASE,A,sentiment,,,
CHK-e67ce6bc9d4d69d9,EX99_PRESS_RELEASE,A,guidance_direction,,,
CHK-e67ce6bc9d4d69d9,EX99_PRESS_RELEASE,A,red_flags,,,
CHK-e67ce6bc9d4d69d9,EX99_PRESS_RELEASE,A,distress_tier,,,
CHK-e6946ca060d0a8ff,EX99_PRESS_RELEASE,A,sentiment,,,
CHK-e6946ca060d0a8ff,EX99_PRESS_RELEASE,A,guidance_direction,,,
CHK-e6946ca060d0a8ff,EX99_PRESS_RELEASE,A,red_flags,,,
CHK-e6946ca060d0a8ff,EX99_PRESS_RELEASE,A,distress_tier,,,
CHK-e7538505b191c9fd,RISK_FACTORS,A,red_flags,,,
CHK-e7538505b191c9fd,RISK_FACTORS,A,distress_tier,,,
CHK-e8b48954fc07604a,EX99_PRESS_RELEASE,A,sentiment,,,
CHK-e8b48954fc07604a,EX99_PRESS_RELEASE,A,guidance_direction,,,
CHK-e8b48954fc07604a,EX99_PRESS_RELEASE,A,red_flags,,,
CHK-e8b48954fc07604a,EX99_PRESS_RELEASE,A,distress_tier,,,
CHK-eabab8fd53f7afa4,EX99_PRESS_RELEASE,A,sentiment,,,
CHK-eabab8fd53f7afa4,EX99_PRESS_RELEASE,A,guidance_direction,,,
CHK-eabab8fd53f7afa4,EX99_PRESS_RELEASE,A,red_flags,,,
CHK-eabab8fd53f7afa4,EX99_PRESS_RELEASE,A,distress_tier,,,
CHK-eacf8153709cee7f,RISK_FACTORS,A,red_flags,,,
CHK-eacf8153709cee7f,RISK_FACTORS,A,distress_tier,,,
CHK-ed1212d8058db87d,MDA,A,sentiment,,,
CHK-ed1212d8058db87d,MDA,A,red_flags,,,
CHK-ed1212d8058db87d,MDA,A,distress_tier,,,
CHK-edee526ead997236,RISK_FACTORS,A,red_flags,,,
CHK-edee526ead997236,RISK_FACTORS,A,distress_tier,,,
CHK-f0f41dd27c073ee3,RISK_FACTORS,A,red_flags,,,
CHK-f0f41dd27c073ee3,RISK_FACTORS,A,distress_tier,,,
CHK-f182137ef57e6857,RISK_FACTORS,A,red_flags,,,
CHK-f182137ef57e6857,RISK_FACTORS,A,distress_tier,,,
CHK-f37c2dc42fa71095,MDA,A,sentiment,,,
CHK-f37c2dc42fa71095,MDA,A,red_flags,,,
CHK-f37c2dc42fa71095,MDA,A,distress_tier,,,
CHK-f48d551bd3a90b44,EX99_PRESS_RELEASE,A,sentiment,,,
CHK-f48d551bd3a90b44,EX99_PRESS_RELEASE,A,guidance_direction,,,
CHK-f48d551bd3a90b44,EX99_PRESS_RELEASE,A,red_flags,,,
CHK-f48d551bd3a90b44,EX99_PRESS_RELEASE,A,distress_tier,,,
CHK-f4cc8f311b031de8,RISK_FACTORS,A,red_flags,,,
CHK-f4cc8f311b031de8,RISK_FACTORS,A,distress_tier,,,
CHK-f831156d69ad89ab,RISK_FACTORS,A,red_flags,,,
CHK-f831156d69ad89ab,RISK_FACTORS,A,distress_tier,,,
CHK-fa4e8fc7905256b1,RISK_FACTORS,A,red_flags,,,
CHK-fa4e8fc7905256b1,RISK_FACTORS,A,distress_tier,,,
CHK-fb6b826d4587a845,RISK_FACTORS,A,red_flags,,,
CHK-fb6b826d4587a845,RISK_FACTORS,A,distress_tier,,,
CHK-fb7618957d807c18,EX99_PRESS_RELEASE,A,sentiment,,,
CHK-fb7618957d807c18,EX99_PRESS_RELEASE,A,guidance_direction,,,
CHK-fb7618957d807c18,EX99_PRESS_RELEASE,A,red_flags,,,
CHK-fb7618957d807c18,EX99_PRESS_RELEASE,A,distress_tier,,,
CHK-fb76d50bc8c28177,MDA,A,sentiment,,,
CHK-fb76d50bc8c28177,MDA,A,red_flags,,,
CHK-fb76d50bc8c28177,MDA,A,distress_tier,,,
CHK-fb98288f464dde30,RISK_FACTORS,A,red_flags,,,
CHK-fb98288f464dde30,RISK_FACTORS,A,distress_tier,,,
CHK-fbd6b76434f59dc9,RISK_FACTORS,A,red_flags,,,
CHK-fbd6b76434f59dc9,RISK_FACTORS,A,distress_tier,,,
CHK-fe8029229aaac684,EX99_PRESS_RELEASE,A,sentiment,,,
CHK-fe8029229aaac684,EX99_PRESS_RELEASE,A,guidance_direction,,,
CHK-fe8029229aaac684,EX99_PRESS_RELEASE,A,red_flags,,,
CHK-fe8029229aaac684,EX99_PRESS_RELEASE,A,distress_tier,,,
CHK-fe9199c12d714cd8,RISK_FACTORS,A,red_flags,,,
CHK-fe9199c12d714cd8,RISK_FACTORS,A,distress_tier,,,
CHK-005ac11578e46c56,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-005ac11578e46c56,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-005ac11578e46c56,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-005ac11578e46c56,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-006f8bf7514f3eb7,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-006f8bf7514f3eb7,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-006f8bf7514f3eb7,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-006f8bf7514f3eb7,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-02a819825347daaa,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-02a819825347daaa,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-02a819825347daaa,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-02a819825347daaa,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-0342abb8f8fd3c90,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-0342abb8f8fd3c90,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-0342abb8f8fd3c90,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-0342abb8f8fd3c90,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-044d7fa21c2d4322,RISK_FACTORS,B,red_flags,,,
CHK-044d7fa21c2d4322,RISK_FACTORS,B,distress_tier,,,
CHK-06c48a91d042595b,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-06c48a91d042595b,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-06c48a91d042595b,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-06c48a91d042595b,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-07dd6b47fc77921d,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-07dd6b47fc77921d,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-07dd6b47fc77921d,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-07dd6b47fc77921d,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-0b3856085c5ba8cd,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-0b3856085c5ba8cd,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-0b3856085c5ba8cd,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-0b3856085c5ba8cd,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-0bece92fc4efa93d,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-0bece92fc4efa93d,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-0bece92fc4efa93d,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-0bece92fc4efa93d,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-0cb7094e692f9312,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-0cb7094e692f9312,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-0cb7094e692f9312,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-0cb7094e692f9312,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-0d4fb5ca9c78e569,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-0d4fb5ca9c78e569,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-0d4fb5ca9c78e569,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-0d4fb5ca9c78e569,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-10b768034baa8331,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-10b768034baa8331,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-10b768034baa8331,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-10b768034baa8331,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-10c141ea657ccfd8,MDA,B,sentiment,,,
CHK-10c141ea657ccfd8,MDA,B,red_flags,,,
CHK-10c141ea657ccfd8,MDA,B,distress_tier,,,
CHK-120b1f968ee6191a,RISK_FACTORS,B,red_flags,,,
CHK-120b1f968ee6191a,RISK_FACTORS,B,distress_tier,,,
CHK-163cf53c6a5d68c7,MDA,B,sentiment,,,
CHK-163cf53c6a5d68c7,MDA,B,red_flags,,,
CHK-163cf53c6a5d68c7,MDA,B,distress_tier,,,
CHK-1730b1d1ffc49698,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-1730b1d1ffc49698,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-1730b1d1ffc49698,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-1730b1d1ffc49698,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-1e6d0f12ea06dfa9,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-1e6d0f12ea06dfa9,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-1e6d0f12ea06dfa9,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-1e6d0f12ea06dfa9,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-1ee19c277857680c,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-1ee19c277857680c,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-1ee19c277857680c,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-1ee19c277857680c,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-1efb1e46f5dd85d4,MDA,B,sentiment,,,
CHK-1efb1e46f5dd85d4,MDA,B,red_flags,,,
CHK-1efb1e46f5dd85d4,MDA,B,distress_tier,,,
CHK-27d81a2e10b53249,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-27d81a2e10b53249,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-27d81a2e10b53249,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-27d81a2e10b53249,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-28f6fe8c760d02ca,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-28f6fe8c760d02ca,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-28f6fe8c760d02ca,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-28f6fe8c760d02ca,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-2a67a8f40a82a9fc,RISK_FACTORS,B,red_flags,,,
CHK-2a67a8f40a82a9fc,RISK_FACTORS,B,distress_tier,,,
CHK-2afce152b849ce76,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-2afce152b849ce76,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-2afce152b849ce76,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-2afce152b849ce76,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-2bddf558f6da6b70,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-2bddf558f6da6b70,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-2bddf558f6da6b70,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-2bddf558f6da6b70,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-2cb6879fc6126793,MDA,B,sentiment,,,
CHK-2cb6879fc6126793,MDA,B,red_flags,,,
CHK-2cb6879fc6126793,MDA,B,distress_tier,,,
CHK-2d239bad2509078e,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-2d239bad2509078e,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-2d239bad2509078e,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-2d239bad2509078e,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-30df4fbc9f90a44f,MDA,B,sentiment,,,
CHK-30df4fbc9f90a44f,MDA,B,red_flags,,,
CHK-30df4fbc9f90a44f,MDA,B,distress_tier,,,
CHK-3610950810eaae21,RISK_FACTORS,B,red_flags,,,
CHK-3610950810eaae21,RISK_FACTORS,B,distress_tier,,,
CHK-3846da0e376ca265,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-3846da0e376ca265,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-3846da0e376ca265,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-3846da0e376ca265,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-3acc1a83bf1ac17f,MDA,B,sentiment,,,
CHK-3acc1a83bf1ac17f,MDA,B,red_flags,,,
CHK-3acc1a83bf1ac17f,MDA,B,distress_tier,,,
CHK-3f4d079bca2b6e87,MDA,B,sentiment,,,
CHK-3f4d079bca2b6e87,MDA,B,red_flags,,,
CHK-3f4d079bca2b6e87,MDA,B,distress_tier,,,
CHK-3fdf43e89d614d84,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-3fdf43e89d614d84,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-3fdf43e89d614d84,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-3fdf43e89d614d84,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-46264353c74f8445,RISK_FACTORS,B,red_flags,,,
CHK-46264353c74f8445,RISK_FACTORS,B,distress_tier,,,
CHK-473d53d20b4ee672,RISK_FACTORS,B,red_flags,,,
CHK-473d53d20b4ee672,RISK_FACTORS,B,distress_tier,,,
CHK-4bd56ba72e7ad374,MDA,B,sentiment,,,
CHK-4bd56ba72e7ad374,MDA,B,red_flags,,,
CHK-4bd56ba72e7ad374,MDA,B,distress_tier,,,
CHK-4ff1ba432892f433,RISK_FACTORS,B,red_flags,,,
CHK-4ff1ba432892f433,RISK_FACTORS,B,distress_tier,,,
CHK-500624f2b619a432,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-500624f2b619a432,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-500624f2b619a432,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-500624f2b619a432,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-52a7dfbb6f907f79,MDA,B,sentiment,,,
CHK-52a7dfbb6f907f79,MDA,B,red_flags,,,
CHK-52a7dfbb6f907f79,MDA,B,distress_tier,,,
CHK-548ef6cb17cba38a,MDA,B,sentiment,,,
CHK-548ef6cb17cba38a,MDA,B,red_flags,,,
CHK-548ef6cb17cba38a,MDA,B,distress_tier,,,
CHK-54c92cb156abf72e,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-54c92cb156abf72e,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-54c92cb156abf72e,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-54c92cb156abf72e,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-56b7947ccd9dc822,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-56b7947ccd9dc822,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-56b7947ccd9dc822,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-56b7947ccd9dc822,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-5ec383cc266aa5a3,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-5ec383cc266aa5a3,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-5ec383cc266aa5a3,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-5ec383cc266aa5a3,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-60f3849e6b3f81f2,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-60f3849e6b3f81f2,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-60f3849e6b3f81f2,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-60f3849e6b3f81f2,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-62c743d528c2075f,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-62c743d528c2075f,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-62c743d528c2075f,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-62c743d528c2075f,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-63c795c981b93651,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-63c795c981b93651,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-63c795c981b93651,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-63c795c981b93651,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-63e60e27dfa3e15d,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-63e60e27dfa3e15d,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-63e60e27dfa3e15d,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-63e60e27dfa3e15d,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-660f3a57e8890cdc,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-660f3a57e8890cdc,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-660f3a57e8890cdc,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-660f3a57e8890cdc,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-664b3f24e131228a,MDA,B,sentiment,,,
CHK-664b3f24e131228a,MDA,B,red_flags,,,
CHK-664b3f24e131228a,MDA,B,distress_tier,,,
CHK-66b7f6d1cecb13e2,RISK_FACTORS,B,red_flags,,,
CHK-66b7f6d1cecb13e2,RISK_FACTORS,B,distress_tier,,,
CHK-681ffbbdbad76f94,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-681ffbbdbad76f94,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-681ffbbdbad76f94,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-681ffbbdbad76f94,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-6b01edf54938b070,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-6b01edf54938b070,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-6b01edf54938b070,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-6b01edf54938b070,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-6c60ac55215be937,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-6c60ac55215be937,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-6c60ac55215be937,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-6c60ac55215be937,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-6cfb7bb16c8ef2fc,MDA,B,sentiment,,,
CHK-6cfb7bb16c8ef2fc,MDA,B,red_flags,,,
CHK-6cfb7bb16c8ef2fc,MDA,B,distress_tier,,,
CHK-6fd9f0a068643231,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-6fd9f0a068643231,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-6fd9f0a068643231,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-6fd9f0a068643231,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-70bfa6512e47b40f,MDA,B,sentiment,,,
CHK-70bfa6512e47b40f,MDA,B,red_flags,,,
CHK-70bfa6512e47b40f,MDA,B,distress_tier,,,
CHK-72b3914493b61187,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-72b3914493b61187,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-72b3914493b61187,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-72b3914493b61187,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-755a1e33868cb4d8,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-755a1e33868cb4d8,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-755a1e33868cb4d8,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-755a1e33868cb4d8,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-763e4a3f53291a60,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-763e4a3f53291a60,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-763e4a3f53291a60,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-763e4a3f53291a60,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-780f19ce14752544,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-780f19ce14752544,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-780f19ce14752544,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-780f19ce14752544,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-79acc163abb1739a,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-79acc163abb1739a,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-79acc163abb1739a,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-79acc163abb1739a,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-7a757bbb054432e5,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-7a757bbb054432e5,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-7a757bbb054432e5,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-7a757bbb054432e5,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-7bd9948d100abc87,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-7bd9948d100abc87,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-7bd9948d100abc87,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-7bd9948d100abc87,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-7c6fab5079b9a565,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-7c6fab5079b9a565,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-7c6fab5079b9a565,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-7c6fab5079b9a565,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-7c776d2310bd0645,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-7c776d2310bd0645,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-7c776d2310bd0645,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-7c776d2310bd0645,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-7d41e6195666fa22,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-7d41e6195666fa22,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-7d41e6195666fa22,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-7d41e6195666fa22,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-80785142aeaecd40,MDA,B,sentiment,,,
CHK-80785142aeaecd40,MDA,B,red_flags,,,
CHK-80785142aeaecd40,MDA,B,distress_tier,,,
CHK-819d5d4c3fa4cd08,MDA,B,sentiment,,,
CHK-819d5d4c3fa4cd08,MDA,B,red_flags,,,
CHK-819d5d4c3fa4cd08,MDA,B,distress_tier,,,
CHK-81ed84e7d6304cf8,MDA,B,sentiment,,,
CHK-81ed84e7d6304cf8,MDA,B,red_flags,,,
CHK-81ed84e7d6304cf8,MDA,B,distress_tier,,,
CHK-853b6716b0242ffd,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-853b6716b0242ffd,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-853b6716b0242ffd,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-853b6716b0242ffd,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-85c8d5bd365e3c8d,MDA,B,sentiment,,,
CHK-85c8d5bd365e3c8d,MDA,B,red_flags,,,
CHK-85c8d5bd365e3c8d,MDA,B,distress_tier,,,
CHK-85fa0e39cb60ff27,MDA,B,sentiment,,,
CHK-85fa0e39cb60ff27,MDA,B,red_flags,,,
CHK-85fa0e39cb60ff27,MDA,B,distress_tier,,,
CHK-876f46bf645b0e54,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-876f46bf645b0e54,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-876f46bf645b0e54,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-876f46bf645b0e54,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-8839f72ab69a4d0d,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-8839f72ab69a4d0d,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-8839f72ab69a4d0d,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-8839f72ab69a4d0d,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-888e11429f923bfd,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-888e11429f923bfd,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-888e11429f923bfd,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-888e11429f923bfd,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-89262fdb7b73c9e5,RISK_FACTORS,B,red_flags,,,
CHK-89262fdb7b73c9e5,RISK_FACTORS,B,distress_tier,,,
CHK-8b605e474fc6bdcc,MDA,B,sentiment,,,
CHK-8b605e474fc6bdcc,MDA,B,red_flags,,,
CHK-8b605e474fc6bdcc,MDA,B,distress_tier,,,
CHK-8bbf904569fc3290,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-8bbf904569fc3290,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-8bbf904569fc3290,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-8bbf904569fc3290,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-8c7a4ef19965cd7b,MDA,B,sentiment,,,
CHK-8c7a4ef19965cd7b,MDA,B,red_flags,,,
CHK-8c7a4ef19965cd7b,MDA,B,distress_tier,,,
CHK-8cfdeaae0076e69f,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-8cfdeaae0076e69f,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-8cfdeaae0076e69f,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-8cfdeaae0076e69f,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-8d908f0adf713b9b,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-8d908f0adf713b9b,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-8d908f0adf713b9b,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-8d908f0adf713b9b,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-8e6687f4f55da99a,RISK_FACTORS,B,red_flags,,,
CHK-8e6687f4f55da99a,RISK_FACTORS,B,distress_tier,,,
CHK-8e69547e0900a8dd,MDA,B,sentiment,,,
CHK-8e69547e0900a8dd,MDA,B,red_flags,,,
CHK-8e69547e0900a8dd,MDA,B,distress_tier,,,
CHK-8f26c91deeaff05f,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-8f26c91deeaff05f,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-8f26c91deeaff05f,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-8f26c91deeaff05f,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-8f30c8ae3920d287,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-8f30c8ae3920d287,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-8f30c8ae3920d287,EX99_PRESS_RELEASE,B,red_flags,,,
