cik,company_name,accession_number,filing_date,words,inc,ext,head,d2_like
1067983,BERKSHIRE HATHAWAY INC,0001193125-16-483023,2016-02-29,2692,False,False,"Item 1A. Risk Factors Berkshire and its subsidiaries (referred to herein as “we,” “us,” “our” or similar expressions) are subject ",False
2969,"Air Products & Chemicals, Inc.",0001193125-16-773346,2016-11-21,3789,False,True,ITEM 1A. RISK FACTORS In conjunction with evaluating an investment in the Company and the forward-looking information contained in,False
1163165,CONOCOPHILLIPS,0001193125-17-050077,2017-02-21,3210,False,True,Item 1A. RISK FACTORS You should carefully consider the following risk factors in addition to the other information included in th,False
732712,VERIZON COMMUNICATIONS INC,0001193125-17-050292,2017-02-21,3081,False,False,Item 1A. Risk Factors The following discussion of “Risk Factors” identifies the most significant factors that may adversely affect,False
36104,US BANCORP \DE\,0001193125-17-053947,2017-02-23,39,False,True,Item 1A. Risk Factors Information in response to this Item 1A can be found in the Company’s 2016 Annual Report on pages 148 to 157,False
1067983,BERKSHIRE HATHAWAY INC,0001193125-17-056969,2017-02-27,2708,False,False,"Item 1A. Risk Factors Berkshire and its subsidiaries (referred to herein as “we,” “us,” “our” or similar expressions) are subject ",False
73309,NUCOR CORP,0001193125-17-062124,2017-02-28,3144,False,False,Item 1A. Risk Factors Many of the factors that affect our business and operations involve risk and uncertainty. The factors descri,False
1163165,CONOCOPHILLIPS,0001193125-18-049729,2018-02-20,3342,False,True,Item 1A. RISK FACTORS You should carefully consider the following risk factors in addition to the other information included in th,False
36104,US BANCORP \DE\,0001193125-18-053893,2018-02-22,39,False,True,Item 1A. Risk Factors Information in response to this Item 1A can be found in the 2017 Annual Report on pages 146 to 156 under the,False
1067983,BERKSHIRE HATHAWAY INC,0001193125-18-057033,2018-02-26,2594,False,False,"Item 1A. Risk Factors Berkshire and its subsidiaries (referred to herein as “we,” “us,” “our” or similar expressions) are subject ",False
73309,NUCOR CORP,0001193125-18-064018,2018-02-28,3123,False,False,Item 1A. Risk Factors Many of the factors that affect our business and operations involve risk and uncertainty. The factors descri,False
732717,AT&T INC.,0001193125-19-045608,2019-02-20,1138,True,True,ITEM 1A. RISK FACTORS Information required by this Item is included in the Annual Report under the heading “Risk Factors” on pages,True
36104,US BANCORP \DE\,0001193125-19-047201,2019-02-22,38,False,True,Item 1A. Risk Factors Information in response to this Item 1A can be found in the 2018 Annual Report on pages 144 to 154 under the,False
1067983,BERKSHIRE HATHAWAY INC,0001193125-19-048926,2019-02-25,2563,False,False,"Item 1A. Risk Factors Berkshire and its subsidiaries (referred to herein as “we,” “us,” “our” or similar expressions) are subject ",False
73309,NUCOR CORP,0001193125-19-057744,2019-02-28,3083,False,False,Item 1A. Risk Factors Many of the factors that affect our business and operations involve risk and uncertainty. The factors descri,False
36104,US BANCORP \DE\,0001193125-20-043622,2020-02-20,38,False,True,Item 1A. Risk Factors Information in response to this Item 1A can be found in the 2019 Annual Report on pages 146 to 156 under the,False
36104,US BANCORP \DE\,0001193125-21-052547,2021-02-23,38,False,True,Item 1A. Risk Factors Information in response to this Item 1A can be found in the 2020 Annual Report on pages 146 to 158 under the,False
36104,US BANCORP \DE\,0001193125-22-048709,2022-02-22,38,False,True,Item 1A. Risk Factors Information in response to this Item 1A can be found in the 2021 Annual Report on pages 137 to 150 under the,False
36104,US BANCORP \DE\,0001193125-23-050691,2023-02-27,38,False,True,Item 1A. Risk Factors Information in response to this Item 1A can be found in the 2022 Annual Report on pages 140 to 155 under the,False
73309,NUCOR CORP,0001193125-26-071575,2026-02-25,3532,False,False,Item 1A . Risk Factors Many of the factors that affect our business and operations involve risk and uncertainty. The factors descr,False
1067983,BERKSHIRE HATHAWAY INC,0001193125-26-083899,2026-03-02,3137,False,False,"Item 1A. Ris k Factors Berkshire and its subsidiaries (referred to herein as “we,” “us,” “our” or similar expressions) are subject",False
1390777,Bank of New York Mellon Corp,0001390777-16-000204,2016-02-26,29,True,True,"ITEM 1A. RISK FACTORS The information required by this Item is set forth in the Annual Report under “MD&A – Risk Factors”, which p",True
1390777,Bank of New York Mellon Corp,0001390777-17-000065,2017-02-28,29,True,True,"ITEM 1A. RISK FACTORS The information required by this Item is set forth in the Annual Report under “MD&A – Risk Factors”, which p",True
1390777,Bank of New York Mellon Corp,0001390777-18-000069,2018-02-28,29,True,True,"ITEM 1A. RISK FACTORS The information required by this Item is set forth in the Annual Report under “MD&A – Risk Factors,” which p",True
1390777,Bank of New York Mellon Corp,0001390777-19-000050,2019-02-27,29,True,True,"ITEM 1A. RISK FACTORS The information required by this Item is set forth in the Annual Report under “MD&A – Risk Factors,” which p",True
1390777,Bank of New York Mellon Corp,0001390777-20-000044,2020-02-27,29,True,True,"ITEM 1A. RISK FACTORS The information required by this Item is set forth in the Annual Report under “MD&A – Risk Factors,” which p",True
1390777,Bank of New York Mellon Corp,0001390777-21-000037,2021-02-25,29,True,True,"ITEM 1A. RISK FACTORS The information required by this Item is set forth in the Annual Report under “MD&A – Risk Factors,” which p",True
1390777,Bank of New York Mellon Corp,0001390777-22-000043,2022-02-25,29,True,True,"ITEM 1A. RISK FACTORS The information required by this Item is set forth in the Annual Report under “MD&A – Risk Factors,” which p",True
1390777,Bank of New York Mellon Corp,0001390777-23-000033,2023-02-27,32,True,True,"ITEM 1A. RISK FACTORS The information required by this Item is set forth in the Annual Report under “MD&A – Risk Factors,” which p",True
1390777,Bank of New York Mellon Corp,0001390777-24-000051,2024-02-28,29,True,True,"ITEM 1A. RISK FACTORS The information required by this Item is set forth in the Annual Report under “MD&A – Risk Factors,” which p",True
1390777,Bank of New York Mellon Corp,0001390777-25-000046,2025-02-27,29,True,True,"ITEM 1A. RISK FACTORS The information required by this Item is set forth in the Annual Report under “MD&A – Risk Factors,” which p",True
1390777,Bank of New York Mellon Corp,0001390777-26-000033,2026-02-25,29,True,True,"ITEM 1A. RISK FACTORS The information required by this Item is set forth in the Annual Report under “MD&A – Risk Factors,” which p",True
1551182,Eaton Corp plc,0001551182-16-000041,2016-02-24,1368,False,False,"Item 1A. Risk Factors. Among the risks that could materially adversely affect Eaton's businesses, financial condition or results o",False
1551182,Eaton Corp plc,0001551182-17-000014,2017-02-22,1429,False,False,"Item 1A. Risk Factors. Among the risks that could materially adversely affect Eaton's businesses, financial condition or results o",False
1551182,Eaton Corp plc,0001551182-18-000074,2018-02-28,1383,False,False,"Item 1A. Risk Factors. Among the risks that could materially adversely affect Eaton's businesses, financial condition or results o",False
1551182,Eaton Corp plc,0001551182-19-000045,2019-02-27,1411,False,False,"Item 1A. Risk Factors. Among the risks that could materially adversely affect Eaton's businesses, financial condition or results o",False
1551182,Eaton Corp plc,0001551182-20-000050,2020-02-26,1296,False,False,"Item 1A. Risk Factors. Among the risks that could materially adversely affect Eaton's businesses, financial condition or results o",False
1551182,Eaton Corp plc,0001551182-21-000022,2021-02-24,1407,False,False,"Item 1A. Risk Factors. Among the risks that could materially adversely affect Eaton's businesses, financial condition or results o",False
1551182,Eaton Corp plc,0001551182-22-000004,2022-02-23,1971,False,False,"Item 1A. Risk Factors. Among the risks that could materially adversely affect Eaton's businesses, financial condition or results o",False
1551182,Eaton Corp plc,0001551182-23-000004,2023-02-23,2082,False,False,"Table of contents Item 1A. Risk Factors. Among the risks that could materially adversely affect Eaton's businesses, financial cond",False
1551182,Eaton Corp plc,0001551182-24-000006,2024-02-29,2080,False,False,"Table of Contents Item 1A. Risk Factors. Among the risks that could materially adversely affect Eaton's businesses, financial cond",False
1551182,Eaton Corp plc,0001551182-25-000006,2025-02-27,2065,False,False,"Table of Contents Item 1A. Risk Factors. Among the risks that could materially adversely affect Eaton's businesses, financial cond",False
1551182,Eaton Corp plc,0001551182-26-000007,2026-02-26,3906,False,False,"Table of Contents Item 1A. Risk Factors. Among the risks that could materially adversely affect Eaton's businesses, financial cond",False
66740,3M CO,0001558370-16-003162,2016-02-11,1704,True,False,s. Provided below is a cautionary discussion of what we believe to be the most important risk factors applicable to the Company. D,False
66740,3M CO,0001558370-17-000479,2017-02-09,1746,True,False,s. Provided below is a cautionary discussion of what we believe to be the most important risk factors applicable to the Company. D,False
66740,3M CO,0001558370-18-000535,2018-02-08,1681,True,False,s. Provided below is a cautionary discussion of what we believe to be the most important risk factors applicable to the Company. D,False
66740,3M CO,0001558370-19-000470,2019-02-07,1723,True,False,Provided below is a cautionary discussion of what we believe to be the most important risk factors applicable to the Company. Disc,False
66740,3M CO,0001558370-20-000581,2020-02-06,2464,True,False,Item 1A. Risk Factors Provided below is a cautionary discussion of what we believe to be the most important risk factors applicabl,False
66740,3M CO,0001558370-21-000737,2021-02-04,3299,True,False,Item 1A. Risk Factors Provided below is a cautionary discussion of what we believe to be the most important risk factors applicabl,False
87347,SLB LIMITED/NV,0001564590-16-012009,2016-01-27,3434,True,False,Item 1A. Risk Factors. The following discussion of risk factors known to us contains important information for the understanding o,False
97476,TEXAS INSTRUMENTS INC,0001564590-16-013126,2016-02-24,3626,True,False,ITEM 1A. Risk Factors. You should read the following risk factors in conjunction with the factors discussed elsewhere in this and ,False
4447,HESS CORP,0001564590-16-013433,2016-02-26,3100,False,False,"Item 1A. Risk Factors Our business activities and the value of our securities are subject to significant risks, including the risk",False
87347,SLB LIMITED/NV,0001564590-17-000589,2017-01-25,2387,True,False,Item 1A. Risk Factors. The following discussion of risk factors known to us contains important information for the understanding o,False
97476,TEXAS INSTRUMENTS INC,0001564590-17-002142,2017-02-23,3481,True,False,ITEM 1A. Risk Factors. You should read the following risk factors in conjunction with the factors discussed elsewhere in this and ,False
4447,HESS CORP,0001564590-17-002225,2017-02-23,2918,False,False,"Ite m 1A. Risk Factors Our business activities and the value of our securities are subject to significant risks, including the ris",False
87347,SLB LIMITED/NV,0001564590-18-000821,2018-01-24,2412,True,False,Item 1A. Risk Factors. The following discussion of risk factors known to us contains important information for the understanding o,False
4447,HESS CORP,0001564590-18-002698,2018-02-21,3226,False,False,"Ite m 1A. Risk Factors Our business activities and the value of our securities are subject to significant risks, including the ris",False
97476,TEXAS INSTRUMENTS INC,0001564590-18-002832,2018-02-22,3641,True,False,ITEM 1A. Risk Factors. You should read the following risk factors in conjunction with the factors discussed elsewhere in this and ,False
87347,SLB LIMITED/NV,0001564590-19-000928,2019-01-23,2408,True,False,Item 1A. Risk Factors. The following discussion of risk factors known to us contains important information for the understanding o,False
4447,HESS CORP,0001564590-19-003671,2019-02-21,3262,False,False,"Ite m 1A. R isk Factors Our business activities and the value of our securities are subject to significant risks, including the ri",False
97476,TEXAS INSTRUMENTS INC,0001564590-19-003839,2019-02-22,3694,True,False,ITEM 1A. Risk Factors. You should read the following risk factors in conjunction with the factors discussed elsewhere in this and ,False
87347,SLB LIMITED/NV,0001564590-20-001578,2020-01-22,2517,True,False,Item 1A. Risk Factors. The following discussion of risk factors known to us contains important information for the understanding o,False
4447,HESS CORP,0001564590-20-005545,2020-02-20,3460,False,False,"Item 1A. Risk Factors Our business activities and the value of our securities are subject to significant risks, including the risk",False
1067983,BERKSHIRE HATHAWAY INC,0001564590-20-005874,2020-02-24,2564,False,False,"Item 1A. Risk Factors Berkshire and its subsidiaries (referred to herein as “we,” “us,” “our” or similar expressions) are subject ",False
73309,NUCOR CORP,0001564590-20-007794,2020-02-28,3080,False,False,Risk Factors Many of the factors that affect our business and operations involve risk and uncertainty. The factors described below,False
87347,SLB LIMITED/NV,0001564590-21-002477,2021-01-27,3590,True,False,Item 1A. Ris k Factors. The following discussion of risk factors known to us contains important information for the understanding ,False
73309,NUCOR CORP,0001564590-21-009503,2021-02-26,3517,False,False,Risk Factors Many of the factors that affect our business and operations involve risk and uncertainty. The factors described below,False
1067983,BERKSHIRE HATHAWAY INC,0001564590-21-009611,2021-03-01,2624,False,False,"Item 1A. Risk Factors Berkshire and its subsidiaries (referred to herein as “we,” “us,” “our” or similar expressions) are subject ",False
1067983,BERKSHIRE HATHAWAY INC,0001564590-22-007322,2022-02-28,2536,False,False,"Item 1A. Risk Factors Berkshire and its subsidiaries (referred to herein as “we,” “us,” “our” or similar expressions) are subject ",False
73309,NUCOR CORP,0001564590-22-007679,2022-02-28,3784,False,False,Risk Factors Many of the factors that affect our business and operations involve risk and uncertainty. The factors described below,False
73309,NUCOR CORP,0001564590-23-002793,2023-03-01,3714,False,False,Risk Factors Many of the factors that affect our business and operations involve risk and uncertainty. The factors described below,False
798354,FISERV INC,0001628280-16-011435,2016-02-19,3818,False,True,"Item 1A. Risk Factors You should carefully consider each of the risks described below, together with all of the other information ",False
1707925,LINDE PLC,0001628280-24-007424,2024-02-28,3931,False,False,"Table of Contents ITEM 1A. RISK FACTORS Due to the size and geographic reach of the company’s operations, a wide range of factors,",False
1707925,LINDE PLC,0001628280-25-007990,2025-02-26,3857,False,False,"ITEM 1A. RISK FACTORS Due to the size and geographic reach of the company’s operations, a wide range of factors, many of which are",False
1707925,LINDE PLC,0001628280-26-011430,2026-02-25,3905,False,False,"ITEM 1A. RISK FACTORS Due to the size and geographic reach of the company’s operations, a wide range of factors, many of which are",False
29915,DOW CHEMICAL CO /DE/,0001751788-20-000007,2020-02-07,2720,False,False,Table of Contents ITEM 1A. RISK FACTORS The factors described below represent the Company's principal risks. Global Economic Consi,False
29915,DOW CHEMICAL CO /DE/,0001751788-21-000010,2021-02-05,3101,False,False,Table of Contents ITEM 1A. RISK FACTORS The factors described below represent the Company's principal risks. COVID-19 PANDEMIC - R,False
29915,DOW CHEMICAL CO /DE/,0001751788-22-000011,2022-02-04,3625,False,False,Table of Contents ITEM 1A. RISK FACTORS The factors described below represent the Company's principal risks. CLIMATE CHANGE - RELA,False
29915,DOW CHEMICAL CO /DE/,0001751788-23-000014,2023-02-01,3304,False,False,Table of Contents ITEM 1A. RISK FACTORS The factors described below represent the Company's principal risks. CLIMATE CHANGE - RELA,False
